"","description","enrichmentScore","normalizedEnrichmentScore","pValue","FDR","size","userId","database"
"14","antibiotic metabolic process",0.574420437658182,1.98933821509789,0,0.00275800598863175,57,"ACLY;ACO1;ACSM1;ACSS2;ALDH1A1;ALDH2;AMDHD1;CMAS;CS;CYP1A2;DLAT;FTCD;GNE;HAL;IDH1;IDH2;IDH3A;MDH1;MDH2;OGDH;PARK7;PCK1;PDHA1;PDHB;PRDX1;PRDX3;PRDX5;SDHA;SDHB;SDHC;SUCLA2;SUCLG1;UGT1A1;UROC1","geneontology_Biological_Process_noRedundant"
"15","Biological oxidations",0.553048139522505,1.96041256483924,0,0.00296299292021924,73,"AADAC;ACSM1;ACSM5;ACSS2;AKR1A1;ALDH1A1;ALDH2;AS3MT;BPNT1;CMBL;CNDP2;COMT;CYB5B;CYP1A2;CYP27A1;CYP2E1;CYP7A1;CYP8B1;EPHX1;FDX1;FMO1;GCLC;GLYAT;GSS;GSTA3;GSTK1;GSTM2;GSTM3;GSTM4;GSTT1;MAOA;MAT1A;MGST1;PAPSS2;POR;TPMT;UGDH;UGT1A1;UGT2A3;UGT3A1;UGT3A2","pathway_Reactome"
"16","tricarboxylic acid metabolic process",0.639259174114012,1.96084661137574,0,0.00316052578156719,26,"ACLY;ACO1;ASS1;CS;DLAT;GLUD1;IDH1;IDH2;IDH3A;MDH1;MDH2;OGDH;PDHA1;PDHB;SDHA;SDHB;SDHC;SUCLA2;SUCLG1","geneontology_Biological_Process_noRedundant"
"17","Arginine biosynthesis",0.719322320483962,1.93928704857021,0,0.00317543392204628,14,"ARG1;ASL;ASS1;CPS1;GLS2;GLUD1;GLUL;GOT1;GOT2;NAGS;OTC","pathway_KEGG"
"18","Steroid hormone biosynthesis",0.687443826305766,1.94993855497312,0,0.0032096349502042,17,"COMT;CYP1A2;CYP2E1;CYP7A1;HSD11B1;HSD17B12;HSD17B2;HSD17B6;UGT1A1;UGT2A3","pathway_KEGG"
"19","pyridine-containing compound metabolic process",0.544865816333454,1.94091977122275,0,0.00334256202320662,72,"ALDOA;ALDOB;AOX1;DERA;DLD;ENO1;ENTPD5;FBP1;FMO1;GALK1;GAPDH;GPD1;GPD2;HAAO;IDH1;IDH2;KYNU;MDH1;MDH2;ME1;MPC1;MPC2;NAMPT;NUDT12;OGDH;PDHA1;PDHB;PDHX;PDXK;PGK1;PKLR;PRKAG1;RBKS;TALDO1;TPI1;VCP","geneontology_Biological_Process_noRedundant"
"20","Phase II - Conjugation of compounds",0.586951748084909,1.94322174501174,0,0.00347856611178779,42,"ACSM1;ACSM5;AKR1A1;AS3MT;BPNT1;CNDP2;COMT;CYP1A2;GCLC;GLYAT;GSS;GSTA3;GSTK1;GSTM2;GSTM3;GSTM4;GSTT1;MAT1A;MGST1;PAPSS2;TPMT;UGDH;UGT1A1;UGT2A3;UGT3A1;UGT3A2","pathway_Reactome"
"21","nucleoside bisphosphate metabolic process",0.542792157427924,1.92782701873375,0,0.00379092715039731,69,"AASS;ACACA;ACACB;ACAT1;ACLY;ACOT12;ACOT2;ACOT4;ACSL1;ACSM1;ACSM5;ACSS2;BPNT1;COASY;DLAT;DLD;ELOVL2;ENPP1;FASN;GLYAT;GPAM;HMGCL;HSD17B12;HSD17B4;KYNU;MPC1;MPC2;NUDT7;OGDH;OXSM;PAPSS2;PDHA1;PDHB;PDHX;SUCLA2;SUCLG1;TDO2;TECR","geneontology_Biological_Process_noRedundant"
"22","pyruvate metabolic process",0.56031582935893,1.89895842041082,0,0.00650537039087587,48,"ACOT12;AGXT;ALDOA;ALDOB;BSG;DLAT;DLD;ENO1;ENTPD5;FBP1;GALK1;GAPDH;GPD1;ME1;MPC1;MPC2;OGDH;PCK1;PDHA1;PDHB;PDHX;PGK1;PKLR;PRKAG1;SDS;TPI1","geneontology_Biological_Process_noRedundant"
"23","Arachidonic acid metabolism",0.697971123692365,1.89326326736048,0,0.00773926944871048,15,"CYP1A2;CYP8B1;EPHX2;FAAH;HPGD;LTA4H;PON1;PON2;PON3","pathway_Reactome"
"24","hepaticobiliary system development",0.576089602235843,1.88561480225896,0,0.00853491042427933,37,"ACAT1;AK4;ARF6;ARG1;ASS1;CPS1;DDX39B;HMGCL;OTC;PCK1;RGN;RPS16;SEC63;UGT1A1","geneontology_Biological_Process_noRedundant"
"25","response to xenobiotic stimulus",0.535109426081856,1.8756378038586,0,0.00937423873325213,64,"AADAC;ABCB4;ACSL1;ACSM1;ACY1;ARG1;AS3MT;ASS1;ATG7;BCHE;CMBL;CPS1;CRYZ;CSAD;CYP1A2;CYP2E1;EPHX1;EPHX2;FMO1;GCLC;GLYAT;GOT2;GSS;GSTM2;GSTM3;GSTM4;HSPA5;HSPD1;ICAM1;MGST1;PCK1;PON3;POR;SRR;TDO2;UGT1A1","geneontology_Biological_Process_noRedundant"
"26","Peroxisomal protein import",0.574392357924825,1.86242231261979,0.00106723585798587,0.0101706647268462,37,"ACOT2;ACOT4;ACOX3;AGXT;AMACR;DECR2;DHRS4;ECH1;EHHADH;EPHX2;GSTK1;HACL1;HMGCL;HSD17B4;IDH1;LONP2;NUDT7;PEX1;PEX14;PIPOX;SCP2;SLC27A2","pathway_Reactome"
"27","drug catabolic process",0.552776579697413,1.86407549814586,0,0.0103210203316781,45,"AASS;ACAT1;ALDH2;BDH1;COMT;CTSH;CYP1A2;CYP2E1;DPYD;GLDC;HPD;MAOA;PAH;PCK1;POR;PRDX1;PRDX3;PRDX5;SDS","geneontology_Biological_Process_noRedundant"
"28","Bile secretion",0.628118506928498,1.85558758082063,0,0.0109894292674439,21,"ABCB11;ABCB4;ABCC2;ABCC3;ABCG2;AQP9;ATP1A1;ATP1B1;ATP1B3;CYP7A1;EPHX1;GNAS;NCEH1;SLC22A1;SLC27A5;SLC4A4","pathway_KEGG"
"29","fatty acid derivative metabolic process",0.541779722750842,1.82793917876961,0,0.0158540362887984,51,"ACACA;ACAT1;ACLY;ACSL1;BDH1;CYP1A2;CYP2E1;ELOVL2;EPHX2;FAAH;FABP5;FASN;HMGCL;HPGD;HSD17B12;HSD17B4;LTA4H;MGLL;MGST1;PON1;PON2;PON3;SLC27A5;TECR","geneontology_Biological_Process_noRedundant"
"30","mRNA Splicing - Minor Pathway",-0.546856764197906,-2.41617530026481,0,0.017278156996587,25,"DDX42;NCBP1;POLR2H;PRPF6;SNRPD1;SNRPE;SNRPG;SRSF2;SRSF6;SRSF7;YBX1","pathway_Reactome"
"31","Cytochrome P450 - arranged by substrate type",0.719377513096046,1.81722602499012,0,0.0175263826507308,11,"CYP1A2;CYP27A1;CYP2E1;CYP7A1;CYP8B1;FDX1;POR","pathway_Reactome"
"32","coenzyme metabolic process",0.479851974217402,1.81952373779289,0,0.0175435149895878,172,"AASS;ACACA;ACACB;ACAT1;ACLY;ACOT12;ACOT2;ACOT4;ACSL1;ACSM1;ACSM5;ACSS2;AKR1A1;ALDH1L1;ALDOA;ALDOB;ASPDH;COASY;COQ9;CYB5A;DERA;DLAT;DLD;ELOVL2;ENO1;ENTPD5;FASN;FBP1;FMO1;FTCD;GALK1;GAPDH;GCLC;GLYAT;GNMT;GPAM;GPD1;GPD2;HAAO;HMGCL;HSD17B12;HSD17B4;IDH1;IDH2;KYNU;MAT1A;MDH1;MDH2;ME1;MPC1;MPC2;NAMPT;NDUFA9;NFS1;NUDT12;NUDT7;OGDH;OXSM;PCBD2;PCCA;PCCB;PDHA1;PDHB;PDHX;PDXK;PGK1;PKLR;PRKAG1;RBKS;RGN;SHMT1;SUCLA2;SUCLG1;TALDO1;TDO2;TECR;TPI1;VCP","geneontology_Biological_Process_noRedundant"
"33","Pyruvate metabolism and Citric Acid (TCA) cycle",0.565680718803767,1.82035282213946,0,0.0179792174177832,32,"ACO2;BSG;CS;DLAT;DLD;FAHD1;IDH2;IDH3A;LDHA;MDH2;ME1;MPC1;MPC2;OGDH;PDHA1;PDHB;PDHX;SDHA;SDHB;SDHC;SUCLA2;SUCLG1;VDAC1","pathway_Reactome"
"34","Pyruvate metabolism",0.582798457710682,1.79386997872581,0,0.0208149874905356,25,"ACACA;ACACB;ACAT1;ACAT2;ACOT12;ACSS2;ALDH2;DLAT;DLD;MDH1;MDH2;ME1;PCK1;PDHA1;PDHB;PKLR","pathway_KEGG"
"35","Proximal tubule bicarbonate reclamation",0.726083032490971,1.79515227588282,0.00124688279146274,0.0210453249763161,10,"ATP1A1;ATP1B1;ATP1B3;GLS2;GLUD1;MDH1;PCK1;SLC25A10;SLC38A3;SLC4A4","pathway_KEGG"
"36","Glycine, serine and threonine metabolism",0.577796760404003,1.79719332714795,0,0.0211099269183922,28,"AGXT;AGXT2;ALAS1;ALDH7A1;AMT;BHMT;CBS;CHDH;CTH;DLD;DMGDH;GAMT;GCAT;GLDC;GNMT;MAOA;PIPOX;SARDH;SDS;SHMT1;SRR","pathway_KEGG"
"37","Metabolic disorders of biological oxidation enzymes",0.702197418111328,1.79759247024524,0,0.0216781901554775,12,"ACY1;CYP27A1;FDX1;GCLC;GSS;MAOA;MAT1A;TPMT;UGT1A1","pathway_Reactome"
"38","organophosphate catabolic process",0.513465405946286,1.78875426621362,0,0.021679574812488,59,"ABHD6;ACAT1;ALDOA;ALDOB;APOA2;APOC1;DERA;ENO1;ENPP1;ENTPD5;FBP1;GAPDH;GPD1;GPD2;IDH1;NUDT12;NUDT7;OGDH;PGK1;PKLR;PON1;PRKAG1;TPI1;VCP;XDH","geneontology_Biological_Process_noRedundant"
"39","steroid metabolic process",0.49095142960996,1.79970170323719,0,0.0216845679695862,92,"ABCB11;ACAA2;ACACA;ACACB;ACADL;ACAT2;ACBD3;ACLY;ACOX2;AMACR;APOA2;APOC1;APOE;ATP1A1;COMT;CYP1A2;CYP27A1;CYP2E1;CYP7A1;CYP8B1;DHCR24;DHCR7;DHRS4;EPHX2;FASN;FDX1;GC;GPAM;HDLBP;HSD11B1;HSD17B11;HSD17B12;HSD17B2;HSD17B4;HSD17B6;HSD3B7;LAMTOR1;LIPA;LMF1;PON1;POR;SCP2;SEC14L2;SERPINA6;SLC27A2;SLC27A5;SOAT2;SOD1;SQLE;STS;UGT1A1;YWHAH","geneontology_Biological_Process_noRedundant"
"40","Glyoxylate and dicarboxylate metabolism",0.577193653856994,1.78086617224377,0,0.0230778014616322,26,"ACAT1;ACAT2;ACO1;ACO2;ACSS2;AGXT;AMT;CS;DLD;GLDC;GLUL;HOGA1;MDH1;MDH2;PCCA;PCCB;SHMT1","pathway_KEGG"
"41","sulfur compound metabolic process",0.475195086850381,1.77812306260054,0,0.0231912487745462,137,"AASS;ACACA;ACACB;ACAT1;ACLY;ACOT12;ACOT2;ACOT4;ACSL1;ACSM1;ACSM5;ACSS2;AGXT;AKR1A1;BPNT1;CNDP2;COMT;CPS1;CSAD;CTH;DLAT;DLD;ELOVL2;ENPP1;FASN;GCLC;GLYAT;GNMT;GPAM;GSS;GSTA3;GSTK1;GSTM2;GSTM3;GSTM4;GSTT1;HMGCL;HSD17B12;HSD17B4;IDH1;ISCA2;KYNU;MAT1A;MGST1;MPC1;MPC2;NFS1;NUDT7;OGDH;OXSM;PAPSS2;PARK7;PCCA;PCCB;PDHA1;PDHB;PDHX;SLC25A10;SUCLA2;SUCLG1;TDO2;TECR;TST;TSTD1;TXN2","geneontology_Biological_Process_noRedundant"
"42","Alanine, aspartate and glutamate metabolism",0.605838838985346,1.7821202446617,0.00229885057207029,0.0233484415503295,21,"AGXT;AGXT2;ALDH4A1;ASL;ASS1;CPS1;GLS2;GLUD1;GLUL;GOT1;GOT2","pathway_KEGG"
"43","Glycolysis / Gluconeogenesis",0.56912847313618,1.76907445446126,0,0.0258123803723682,28,"AKR1A1;ALDH2;ALDOA;ALDOB;DLAT;DLD;ENO1;FBP1;GAPDH;PCK1;PDHA1;PDHB;PGK1;PKLR;TPI1","pathway_KEGG"
"44","small molecule catabolic process",0.457366269201079,1.75019093311819,0,0.032343888412136,207,"AASS;ABCD3;ABHD16A;ACAA2;ACACB;ACAT1;ACAT2;ACOT4;ACOX3;AGXT;AGXT2;AKR1A1;ALDH1A1;ALDH1L1;ALDH2;ALDH4A1;ALDOA;ALDOB;AMACR;AMDHD1;APOE;ARG1;BCKDHB;BDH1;CSAD;CTH;CYP7A1;DECR1;DECR2;DERA;DPYD;ECH1;ECHDC2;ECI1;EHHADH;ENO1;ENTPD5;FAAH;FTCD;GALK1;GAPDH;GCAT;GLDC;GLS2;GLUD1;GLUL;GOT1;GOT2;GPD2;GUSB;HAAO;HACL1;HADHA;HADHB;HAL;HIBADH;HMGCL;HPD;HSD17B4;HSD3B7;KYNU;LONP2;MAT1A;NUDT7;OAT;OTC;PAH;PCK1;PGK1;PKLR;PON1;PON3;PRODH;RBKS;SARDH;SCP2;SDS;SHMT1;SLC25A21;SLC27A2;SORD;TDO2;THNSL2;TPI1;TST;TXN2;UROC1;XYLB","geneontology_Biological_Process_noRedundant"
"45","Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol",0.646886178001378,1.75243632117073,0,0.0323888019431776,14,"ABCB11;ACOX2;AMACR;CYP27A1;CYP7A1;CYP8B1;HSD17B4;HSD3B7;SCP2;SLC27A2;SLC27A5","pathway_Reactome"
"46","Phase I - Functionalization of compounds",0.554192729337037,1.74642291322367,0.00110132158469017,0.0333147245906077,30,"AADAC;ALDH1A1;ALDH2;CMBL;CYB5B;CYP1A2;CYP27A1;CYP2E1;CYP7A1;CYP8B1;EPHX1;FDX1;FMO1;MAOA;POR","pathway_Reactome"
"47","organic acid transport",0.502129355990286,1.74352447743874,0,0.0336599884817031,60,"ABCB11;ABCB4;ABCC2;ABCC3;ABCD3;ACACA;ACACB;ACSL1;AGXT;APOE;AQP9;ARG1;BSG;GLS2;GOT2;MPC1;MPC2;PSAP;SLC16A10;SLC25A10;SLC25A11;SLC25A15;SLC25A20;SLC25A21;SLC27A2;SLC27A5;SLC38A3;STARD5;THRSP","geneontology_Biological_Process_noRedundant"
"48","tetrapyrrole metabolic process",0.603776579897441,1.73291474029003,0.00229357797902113,0.0378349573690621,19,"ALAD;ALAS1;BLVRB;CLYBL;CPOX;CYP1A2;HPX;SUCLA2;UGT1A1","geneontology_Biological_Process_noRedundant"
"49","organic anion transport",0.480713669822506,1.72728159407376,0,0.0381052070645554,85,"ABCB11;ABCB4;ABCC2;ABCC3;ABCD3;ACACA;ACACB;ACSL1;AGXT;APOA2;APOC1;APOE;AQP9;ARG1;ATP11C;BSG;GLS2;GOT2;MPC1;MPC2;MTTP;PSAP;SCP2;SLC16A10;SLC25A10;SLC25A11;SLC25A15;SLC25A20;SLC25A21;SLC25A4;SLC25A42;SLC27A2;SLC27A5;SLC38A3;SLC4A4;STARD5;THRSP;TMEM30A","geneontology_Biological_Process_noRedundant"
"50","cellular amino acid metabolic process",0.459106248392142,1.72469806962807,0,0.0388488601896301,158,"AASS;ACAT1;ACY1;AGMAT;AGXT;AGXT2;ALDH4A1;AMDHD1;AMT;ARG1;ASL;ASPG;ASS1;BCKDHB;BHMT;COMT;CPOX;CPS1;CSAD;CTH;DARS;DDAH1;DPYD;FARSA;FARSB;FTCD;GAMT;GCAT;GCLC;GLDC;GLS2;GLUD1;GLUL;GLYAT;GNMT;GOT1;GOT2;GSS;HAAO;HAL;HARS;HIBADH;HMGCL;HOGA1;HPD;IARS;IARS2;IYD;KYNU;MAT1A;NAGS;NFS1;OAT;OTC;P4HB;PAH;PARK7;PIPOX;PM20D1;PPA1;PRODH;SARDH;SDS;SHMT1;SLC25A21;SRR;TARS;TAT;TDO2;THNSL2;TST;TXN2;UROC1;YARS","geneontology_Biological_Process_noRedundant"
"51","Diseases of metabolism",0.541725318807407,1.72735125642934,0,0.0388828643515872,34,"ACACA;ACY1;ALDOB;ARSB;CYP27A1;FDX1;GAA;GCLC;GSS;GUSB;GYS2;IDH1;MAOA;MAT1A;NAGLU;PAH;PCCA;PCCB;TALDO1;TPMT;UGT1A1","pathway_Reactome"
"52","Metabolic pathways",0.439686949288188,1.72881313243102,0,0.0391711391088104,455,"AASS;ACAA2;ACACA;ACACB;ACADL;ACADM;ACAT1;ACAT2;ACLY;ACO1;ACO2;ACOT2;ACOT4;ACOX2;ACOX3;ACP5;ACSL1;ACSM1;ACSM5;ACSS2;ACY1;AGMAT;AGPAT2;AGXT;AGXT2;AK4;AKR1A1;ALAD;ALAS1;ALDH1A1;ALDH2;ALDH4A1;ALDOA;ALDOB;ALG5;AMACR;AMDHD1;AMT;ANPEP;AOX1;APRT;ARG1;ARSB;ASL;ASPDH;ASS1;ATP6V1A;ATP6V1B2;BCKDHB;BDH1;BHMT;BLVRB;BPNT1;CERS2;CHDH;CMAS;CMBL;CMPK1;CNDP2;COASY;COMT;COX4I1;COX5A;COX6C;CPOX;CPS1;CS;CSAD;CTH;CYC1;CYP1A2;CYP27A1;CYP2E1;CYP7A1;CYP8B1;DGUOK;DHCR24;DHCR7;DHRS4;DLAT;DLD;DMGDH;DPM1;DPM3;DPYD;EHHADH;ELOVL2;ENO1;ENPP1;EPHX2;FAHD1;FASN;FBP1;FTCD;GAA;GALK1;GAMT;GAPDH;GCLC;GK;GLDC;GLS2;GLUD1;GLUL;GNE;GOT1;GOT2;GPAM;GSS;GUSB;GYS2;HAAO;HADHA;HADHB;HAL;HIBADH;HMGCL;HOGA1;HPD;HSD11B1;HSD17B12;HSD17B2;HSD17B4;HSD17B6;HSD3B7;IDH1;IDH2;IDH3A;IMPDH2;KYNU;LAP3;LCLAT1;LDHA;LTA4H;MAN2A1;MAOA;MAT1A;MCAT;MDH1;MDH2;ME1;MGLL;MPI;NAGA;NAGLU;NAGS;NAMPT;NDUFA6;NDUFA9;NDUFB3;NDUFB7;NDUFS1;NDUFV2;NFS1;NUDT12;OAT;OGDH;OTC;OXSM;PAFAH2;PAH;PAPSS2;PCBD2;PCCA;PCCB;PCK1;PDHA1;PDHB;PDHX;PDXK;PGK1;PI4KA;PIGT;PIPOX;PKLR;PRODH;PYGL;RGN;SACM1L;SARDH;SCP2;SDHA;SDHB;SDHC;SDS;SHMT1;SLC27A5;SORD;SQLE;SRR;STT3A;SUCLA2;SUCLG1;TALDO1;TAT;TDO2;TECR;TPI1;TST;UAP1;UGDH;UGT1A1;UGT2A3;UQCRC1;UQCRC2;UQCRQ;UROC1;XDH;XYLB","pathway_KEGG"
"53","fatty acid metabolic process",0.459162101877034,1.71743897623458,0,0.0416109136372154,143,"AACS;ABCD3;ABHD16A;ACAA2;ACACA;ACACB;ACAD9;ACADL;ACADM;ACAT1;ACAT2;ACLY;ACOT12;ACOT2;ACOT4;ACOX2;ACOX3;ACSL1;ACSM1;ACSM5;ACSS2;AMACR;APOC1;C3;CYP1A2;CYP2E1;CYP7A1;DECR1;DECR2;DLD;ECH1;ECHDC2;ECI1;EHHADH;ELOVL2;EPHX2;ETFA;ETFB;ETFDH;FAAH;FABP5;FASN;GPAM;GSTM2;GSTM4;HACL1;HADHA;HADHB;HPGD;HSD17B12;HSD17B4;LONP2;LTA4H;MCAT;MGLL;MGST1;NUDT7;OXSM;PCK1;PON1;PON2;PON3;POR;PRKAG1;RGN;SCP2;SLC27A2;SLC27A5;TECR;THNSL2","geneontology_Biological_Process_noRedundant"
"54","Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism",0.533418797911652,1.71435338641489,0.00109289617366897,0.0421422189920254,32,"AASS;AMDHD1;DLD;FTCD;HAAO;HAL;HPD;KYNU;PAH;PRODH;SLC25A21;TDO2;UROC1","pathway_Reactome"
"55","Biosynthesis of unsaturated fatty acids",0.670804734857325,1.71146413573575,0.0062344139573137,0.0428691861776515,12,"ACOT2;ACOT4;ACOX3;ELOVL2;HSD17B12;HSD17B4;SCP2;TECR","pathway_KEGG"
"56","cofactor catabolic process",0.581027009700189,1.70281464619071,0,0.0465133982947625,21,"ACAT1;ALDH1L1;BLVRB;NUDT12;NUDT7;PRDX1;PRDX3;PRDX5;UGT1A1;VCP","geneontology_Biological_Process_noRedundant"
"57","Citric acid cycle (TCA cycle)",0.611516602887111,1.70095530588512,0.00233644859540135,0.0468009124325735,16,"ACO2;CS;DLD;FAHD1;IDH2;IDH3A;MDH2;OGDH;SDHA;SDHB;SDHC;SUCLA2;SUCLG1","pathway_Reactome"
"58","drug transport",0.544737730721796,1.69716816137937,0.00221238937808364,0.0480669834604782,29,"ABCG2;ARG1;PARK7;SLC22A1;SLC22A18;SLC25A10;SLC25A15;SLC25A4;SLC25A42;SLC38A3;TMEM30A","geneontology_Biological_Process_noRedundant"
