Gene Symbol,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9
Acsl1,0.001755992,0.001905797,0.001838275,0.001860108,0.001850707,0.001845966,0.001877395,0.001831175,0.001887953
Acsl3;Utp14b,1.79771E-06,3.99186E-06,6.33716E-06,7.75013E-06,8.18695E-06,7.54797E-06,7.98104E-06,7.55086E-06,8.69533E-06
Acsl4;mACS4,3.02832E-05,2.76243E-05,2.93177E-05,2.94434E-05,2.64528E-05,2.51448E-05,2.21316E-05,2.23085E-05,2.63976E-05
Acsl5,4.05906E-05,4.98591E-05,5.45892E-05,5.53267E-05,5.76251E-05,7.34075E-05,7.03653E-05,6.66781E-05,6.20918E-05
Acsl6,0,0,0,0,0,0,0,0,0
Acsm1,0.000390857,0.000290848,0.000270968,0.000252919,0.000239835,0.000225905,0.00021225,0.00021889,0.000207157
Acsm2,9.53259E-06,5.962E-07,2.42677E-07,4.65185E-07,5.79264E-07,8.23862E-07,9.53357E-07,4.64303E-07,8.33268E-07
Acsm3,1.34485E-06,3.20148E-06,3.78834E-06,3.71693E-06,3.93411E-06,6.09634E-06,5.47213E-06,5.8065E-06,8.71203E-06
Acsm4,0,0,0,0,0,0,0,0,0
Acsm5,5.81863E-05,5.14932E-05,4.63402E-05,4.51629E-05,3.70791E-05,3.862E-05,3.69703E-05,3.47402E-05,3.18744E-05
Acss1,2.91561E-10,8.87104E-08,1.44189E-07,1.84964E-07,4.83598E-07,1.80255E-06,5.43749E-07,1.4702E-07,1.45459E-07
Acss2,2.5149E-05,2.472E-05,2.46813E-05,2.24518E-05,2.04669E-05,2.21688E-05,2.30572E-05,2.12088E-05,2.47553E-05
Acss3,1.9618E-06,2.36694E-06,1.85006E-06,9.17339E-07,8.53802E-07,9.05781E-07,1.20477E-06,1.01433E-06,7.59631E-07
Acta1,4.23935E-10,4.02144E-08,1.78783E-07,4.40317E-07,6.17455E-07,5.00713E-07,8.80371E-07,3.74114E-07,6.44541E-07
Actb,0.00154655,0.001640881,0.001584617,0.001513245,0.001484499,0.001439323,0.00143046,0.001413684,0.001395244
Actbl2,0,0,0,0,0,0,0,0,0
Actc1,0,0,0,0,0,0,0,0,0
Actg1,3.126E-07,1.29144E-06,1.0337E-06,5.63134E-07,4.89897E-07,1.2672E-07,7.41107E-08,1.92025E-08,1.24119E-08
Actg2,0,0,0,0,0,0,0,0,0
Actl6a,5.2585E-06,7.33899E-06,7.38772E-06,1.01207E-05,0.00001056,1.37145E-05,1.3478E-05,1.45727E-05,1.26238E-05
Actl6b,0,0,0,0,0,0,0,0,0
Actl7a,0,0,0,0,0,0,0,0,0
Actl7b,0,0,0,0,0,0,0,0,0
Actl9,0,0,0,0,0,0,0,0,0
Actn1,1.49548E-05,2.0143E-05,1.60763E-05,1.41653E-05,1.57034E-05,1.47862E-05,1.59854E-05,1.695E-05,1.4117E-05
Actn2,0,4.36578E-16,6.25632E-13,5.95612E-10,6.23101E-09,1.40493E-07,2.35268E-07,1.55238E-07,2.76738E-07
Actn3,0,0,0,0,0,0,0,0,0
Actn4,5.988E-06,1.89397E-05,1.59359E-05,1.88112E-05,1.97584E-05,1.46347E-05,1.22999E-05,1.22982E-05,1.11173E-05
Actr10,3.9118E-06,1.09495E-05,1.24584E-05,1.39919E-05,1.52273E-05,1.54683E-05,1.42875E-05,1.57725E-05,1.45913E-05
Actr1b;Actr1a,9.29859E-05,8.86068E-05,8.041E-05,8.12434E-05,7.40695E-05,7.83413E-05,6.93477E-05,6.27154E-05,6.48685E-05
Actr2,0.000106488,0.000119944,0.000116529,0.000116485,0.000113566,0.000110138,0.000118854,0.000115979,0.000117805
Actr3,1.17953E-05,1.21209E-05,1.15919E-05,1.41253E-05,1.07308E-05,8.8069E-06,7.54787E-06,5.41804E-06,5.22705E-06
Actr3b,0,0,0,0,0,0,0,0,0
Actr5;Mir3474,1.07042E-05,1.04596E-05,9.57854E-06,9.00393E-06,9.55784E-06,1.17986E-05,5.39096E-06,3.67651E-06,4.00536E-06
Actr6,1.08505E-09,1.30476E-07,3.00713E-07,2.29038E-07,1.81084E-07,4.82966E-07,9.38417E-07,8.81985E-07,9.4744E-07
Actr8,3.71867E-05,5.34623E-05,5.4279E-05,4.97639E-05,4.69918E-05,4.02519E-05,4.12816E-05,4.12575E-05,3.55637E-05
Actrt1,0,0,0,0,0,0,0,0,0
Actrt2,0,0,0,0,0,0,0,0,0
Acvr1,1.21488E-06,3.6194E-06,3.77559E-06,3.10775E-06,2.95227E-06,2.48073E-06,2.69748E-06,3.00071E-06,2.83613E-06
Acvr1b,5.27048E-08,2.00989E-07,5.64384E-08,4.72948E-09,3.90046E-09,1.06306E-07,1.18449E-07,2.83934E-08,5.01589E-08
Acvr1c,0,0,0,0,0,0,0,0,0
Acvr2a,9.09842E-06,3.57969E-06,2.92928E-06,2.0396E-06,2.12964E-06,2.09417E-06,1.51065E-06,1.24525E-06,9.19132E-07
Acvr2b,7.96518E-06,2.34915E-06,1.56134E-06,1.98303E-06,2.63482E-06,1.5654E-06,1.30136E-06,1.16916E-06,1.35345E-06
Acvrl1,3.2869E-06,2.08726E-06,6.4365E-07,2.13567E-07,2.91973E-07,2.80494E-07,1.65049E-07,4.58237E-08,1.52995E-07
Acy1,2.71066E-05,2.81865E-05,2.85631E-05,3.2813E-05,3.60899E-05,3.95228E-05,3.64195E-05,3.55888E-05,3.78579E-05
Acy3,8.8443E-05,7.82179E-05,7.70856E-05,7.23228E-05,7.39384E-05,8.10643E-05,7.46941E-05,7.33641E-05,7.9082E-05
Acyp1,7.25792E-05,3.83515E-05,3.42413E-05,2.88989E-05,3.04564E-05,3.01603E-05,2.81741E-05,2.6724E-05,2.33405E-05
Acyp2,9.33014E-06,6.65534E-06,5.1746E-06,4.1149E-06,3.47917E-06,3.14754E-06,4.39283E-06,4.00481E-06,3.20863E-06
Ada,4.27934E-10,5.76794E-08,2.10457E-07,4.68889E-07,4.71894E-07,4.57229E-07,1.72687E-07,6.19786E-07,7.0321E-07
Adad1,0,0,0,0,0,0,0,0,0
Adad2,0,0,0,0,0,0,0,0,0
Adal,1.35176E-05,1.77165E-05,1.50903E-05,1.48297E-05,1.71811E-05,1.90877E-05,1.55469E-05,7.96122E-06,9.13333E-06
Adam-27;Adam18,0,0,0,0,0,0,0,0,0
Adam10,3.05563E-06,3.52037E-06,2.27762E-06,2.36196E-06,3.10505E-06,5.43154E-06,4.87879E-06,4.20747E-06,4.22304E-06
Adam11,1.69388E-07,1.96388E-06,2.95291E-06,4.08024E-06,1.78752E-06,2.86781E-06,1.06459E-06,3.18777E-07,5.26433E-07
Adam12,0,0,0,0,0,0,0,0,0
Adam15,1.84624E-07,4.98886E-07,2.8509E-07,5.19977E-07,6.86204E-07,2.06993E-06,1.90194E-07,7.09224E-08,5.81932E-09
Adam17,8.03551E-08,7.44366E-07,6.87708E-07,4.63801E-07,5.24761E-07,1.47497E-06,1.21984E-06,8.87527E-07,4.61705E-07
Adam19,5.15561E-08,2.44748E-07,1.22107E-07,1.40445E-07,1.28648E-07,8.09187E-08,8.10771E-08,9.04791E-08,1.82023E-08
Adam1a;Mapkapk5,3.79301E-05,2.03457E-05,1.85854E-05,1.74095E-05,1.57697E-05,1.36211E-05,1.1914E-05,1.08095E-05,9.67402E-06
Adam1b,0,0,0,0,0,0,0,0,0
Adam2,2.42772E-11,7.16203E-10,2.24017E-08,2.44788E-07,2.95171E-07,2.26176E-08,4.82211E-20,8.31399E-20,1.03194E-19
Adam21,0,0,0,0,0,0,0,0,0
Adam23,1.45689E-08,2.18541E-07,5.12507E-07,1.22391E-06,1.29004E-06,2.13574E-06,3.60867E-07,1.70126E-07,1.99478E-07
Adam24,0,0,0,0,0,0,0,0,0
Adam25,0,0,0,0,0,0,0,0,0
Adam26a,0,0,0,0,0,0,0,0,0
Adam26b,0,0,0,0,0,0,0,0,0
Adam28,0,0,0,0,0,0,0,0,0
Adam29,0,0,0,0,0,0,0,0,0
Adam3,0,0,0,0,0,0,0,0,0
Adam30,0,0,0,0,0,0,0,0,0
Adam32,8.88882E-07,1.48275E-06,8.95645E-07,1.06914E-06,1.40296E-06,3.39981E-06,2.55647E-06,1.67972E-06,1.61108E-06
Adam33;mADAM33-alpha,0,0,0,0,0,0,0,0,0
Adam39,0,0,0,0,0,0,0,0,0
Adam4,0,0,0,0,0,0,0,0,0
Adam5,0,0,0,0,0,0,0,0,0
Adam6a,0,0,0,0,0,0,0,0,0
Adam6b,0,0,0,0,0,0,0,0,0
Adam7,0,0,0,0,0,0,0,0,0
Adam8,3.02817E-19,2.22046E-15,3.43213E-13,1.30413E-10,1.51845E-09,4.45027E-08,2.77112E-07,2.37585E-07,1.80184E-07
Adam9,3.23642E-06,1.10476E-05,1.09563E-05,9.86005E-06,9.87102E-06,1.03206E-05,9.27674E-06,1.0856E-05,1.04636E-05
Adamdec1,2.21012E-17,5.48927E-14,5.82111E-12,1.67514E-09,1.43722E-08,8.39745E-08,2.08967E-07,3.28344E-07,1.33368E-06
Adamts1,5.43201E-06,3.3763E-06,2.96341E-06,4.10714E-06,4.1218E-06,4.10125E-06,7.24302E-06,7.183E-06,8.10218E-06
Adamts10,3.80331E-07,1.52323E-06,8.1089E-07,5.95661E-07,8.40087E-07,9.64785E-07,6.56884E-07,3.19006E-07,5.12148E-07
Adamts12,0,0,0,0,0,0,0,0,0
Adamts13,0,0,0,0,0,0,0,0,0
Adamts14,1.91643E-11,9.27602E-10,1.56879E-08,1.28827E-07,3.80911E-07,6.90536E-07,2.57111E-07,3.38865E-08,4.87761E-10
Adamts15,2.56307E-09,6.27138E-08,1.4999E-07,5.10674E-08,4.95517E-09,1.18929E-11,3.48531E-26,0,0
Adamts16;mKIAA2029;AK134523,0,0,0,0,0,0,0,0,0
Adamts17,0,0,0,0,0,0,0,0,0
Adamts18,0,0,0,0,0,0,0,0,0
Adamts19,0,0,0,0,0,0,0,0,0
Adamts2,1.32372E-09,9.56302E-08,8.99783E-08,3.39507E-08,1.33903E-08,1.4677E-07,8.98845E-08,9.10525E-09,3.48367E-08
Adamts20,0,0,0,0,0,0,0,0,0
Adamts3,2.47589E-10,2.53977E-08,8.35456E-08,8.90197E-08,3.08491E-08,1.17858E-09,2.39142E-12,0,0
Adamts4,2.46048E-17,3.66917E-13,5.06622E-11,2.05042E-09,1.79439E-08,1.17718E-07,7.40943E-08,1.92025E-08,1.24119E-08
Adamts5,9.19539E-15,7.81676E-12,5.14468E-10,2.1178E-08,1.01351E-07,4.51934E-07,6.06042E-07,5.75404E-07,3.3226E-07
Adamts6,0,0,0,0,0,0,0,0,0
Adamts7,1.75759E-06,3.42673E-06,2.44899E-06,1.50921E-06,1.41673E-06,7.79965E-07,1.6903E-06,1.38303E-06,1.26676E-06
Adamts8,0,0,0,0,0,0,0,0,0
Adamts9,0,0,0,0,0,0,0,0,0
Adamtsl1,3.01723E-11,9.15534E-09,6.69883E-08,2.91058E-07,4.42461E-07,1.5186E-07,1.23451E-07,3.79428E-07,2.38825E-07
Adamtsl2,0,0,0,0,0,0,0,0,0
Adamtsl3,0,0,0,0,0,0,0,0,0
Adamtsl4,3.61198E-06,7.40442E-08,1.1207E-09,2.10901E-08,3.89775E-08,3.95203E-07,4.90557E-07,4.3158E-07,9.33777E-07
Adamtsl5,2.19915E-13,1.40176E-09,4.3791E-08,4.16968E-07,5.59589E-07,1.46495E-07,1.71282E-07,9.78135E-08,7.6514E-08
Adap1,1.07473E-09,6.92175E-08,1.74203E-07,4.01899E-08,5.00484E-09,2.58025E-11,7.63333E-26,0,0
Adap2,4.04346E-05,2.53547E-05,2.58657E-05,2.80016E-05,2.73238E-05,2.43604E-05,2.31194E-05,2.52619E-05,2.34598E-05
Adar,3.32578E-07,1.07314E-06,1.82419E-06,2.34511E-06,1.7552E-06,1.33185E-06,1.36032E-06,1.0226E-06,1.00988E-06
Adar3;Adarb2,0,0,0,0,0,0,0,0,0
Adarb1,8.33373E-07,4.02364E-06,5.53246E-06,6.89787E-06,8.0389E-06,8.73624E-06,1.04514E-05,1.02352E-05,1.01667E-05
Adat1,2.65402E-06,3.16696E-06,3.33813E-06,2.84611E-06,2.91421E-06,3.18764E-06,4.04937E-06,6.3959E-06,5.9564E-06
Adat2,2.03E-06,3.9923E-06,3.19179E-06,2.6952E-06,2.91567E-06,3.68469E-06,1.88284E-06,1.69706E-06,1.51333E-06
Adat3;Scamp4,3.9161E-05,3.67711E-05,3.69048E-05,4.03159E-05,4.55253E-05,4.29666E-05,3.56447E-05,3.18013E-05,2.89182E-05
Adc,3.59058E-10,2.96507E-08,1.36413E-07,2.71783E-07,2.60377E-07,1.80863E-07,3.85727E-07,2.89918E-07,5.07384E-07
Adck1,1.17595E-05,5.5298E-06,5.27778E-06,6.20869E-06,7.12259E-06,5.33948E-06,5.5485E-06,5.27553E-06,4.86503E-06
Adck2,5.82096E-05,2.66488E-05,2.73966E-05,2.6834E-05,2.66098E-05,2.51878E-05,2.39676E-05,1.90197E-05,1.90049E-05
Adck3;Cabc1,1.75253E-05,1.30523E-05,1.34028E-05,1.33455E-05,1.3317E-05,1.59376E-05,1.14012E-05,9.74009E-06,9.45227E-06
Adck4,4.78795E-08,6.45077E-07,8.8561E-07,7.06183E-07,5.20942E-07,5.17002E-07,5.51691E-07,5.41775E-07,5.43148E-07
Adck5,1.75485E-05,2.11358E-05,1.8643E-05,1.86587E-05,1.98468E-05,1.91195E-05,1.72404E-05,2.24217E-05,2.05429E-05
Adcy1,2.80679E-10,8.92608E-08,2.33984E-07,7.25252E-07,1.14254E-06,1.28523E-06,1.19713E-06,1.28046E-06,3.57474E-07
Adcy10,0,0,0,0,0,0,0,0,0
Adcy2,0,0,0,0,0,0,0,0,0
Adcy3,2.06798E-18,5.02867E-14,1.40603E-11,2.00932E-09,1.17087E-08,1.2087E-07,1.29733E-07,1.06549E-07,9.3435E-08
Adcy4,2.07769E-09,1.4292E-07,2.30256E-07,2.55021E-07,2.53728E-07,1.74451E-07,7.17913E-08,1.15593E-08,1.65021E-10
Adcy5,0,0,0,0,0,0,0,0,0
Adcy6,4.28574E-05,2.33775E-05,2.08308E-05,1.84296E-05,1.55331E-05,2.10794E-05,1.34998E-05,1.18243E-05,1.42695E-05
Adcy7,1.12446E-08,2.29547E-07,1.74887E-07,4.60902E-08,2.85178E-08,9.44362E-08,4.80603E-08,1.50374E-08,4.01071E-10
Adcy8,0,0,0,0,0,0,0,0,0
Adcy9,2.83956E-05,2.27632E-05,2.41316E-05,2.27765E-05,1.86116E-05,1.57601E-05,1.85464E-05,2.29134E-05,2.29684E-05
Adcyap1,0,0,0,0,0,0,0,0,0
Adcyap1r1,0,0,0,0,0,0,0,0,0
Add1;ADD1,1.69434E-05,1.92165E-05,1.88659E-05,2.09041E-05,1.63499E-05,1.80045E-05,1.6027E-05,1.72665E-05,1.51089E-05
Add2,1.38206E-20,7.20099E-16,3.67466E-13,1.92128E-10,2.79382E-09,3.53459E-08,1.19353E-07,1.69245E-07,2.11826E-07
Add3,8.33093E-06,8.97253E-06,1.10012E-05,1.04975E-05,9.23403E-06,7.96794E-06,6.74021E-06,4.8562E-06,5.21619E-06
Adh1,0.002407607,0.002075001,0.001989552,0.001863783,0.001795716,0.001627593,0.001687644,0.001738966,0.001843944
Adh4,3.96029E-05,5.27345E-05,5.15777E-05,5.44072E-05,5.2737E-05,5.7666E-05,5.70754E-05,4.77166E-05,4.75624E-05
Adh5,0.000497289,0.000495197,0.000481518,0.000493696,0.000472986,0.000478574,0.000477585,0.000475039,0.00047135
Adh6-ps1,0.000162745,0.000116124,9.00136E-05,5.13027E-05,3.40973E-05,2.38049E-05,2.24349E-05,1.87686E-05,1.826E-05
Adh6a,0,0,0,0,0,0,0,0,0
Adh6b,0,0,0,0,0,0,0,0,0
Adh7,7.56727E-06,6.12626E-06,6.39881E-06,5.70124E-06,5.4755E-06,7.28273E-06,7.54746E-06,1.55156E-05,1.64671E-05
Adhfe1,6.8966E-05,6.64155E-05,6.94637E-05,6.88047E-05,6.02281E-05,5.52656E-05,5.30312E-05,5.58057E-05,5.7844E-05
Adi1,5.11228E-05,7.37643E-05,6.5686E-05,7.20656E-05,6.95135E-05,6.67404E-05,6.31793E-05,6.62162E-05,6.90734E-05
Adig,0,0,0,0,0,0,0,0,0
Adipoq,2.48412E-10,9.5854E-08,3.84386E-07,6.5852E-07,6.56989E-07,8.91754E-07,3.32702E-07,4.08758E-07,1.44405E-09
Adipor1,8.56089E-05,0.000115242,0.000113242,0.000114246,0.000112665,0.000113934,0.00011409,0.000107678,0.000102804
Adipor2,0.000480462,0.000384577,0.000385809,0.000411723,0.000403511,0.000405909,0.000391696,0.00038497,0.00037632
Adk,0.000472389,0.000489459,0.000478278,0.000471397,0.000437972,0.000437146,0.000436861,0.000397507,0.000378556
Adm,3.28056E-09,7.55835E-07,1.1987E-06,3.79547E-07,1.18454E-07,2.79915E-08,6.96557E-08,1.09448E-07,4.44559E-07
Adm2,0,0,0,0,0,0,0,0,0
Adnp2,1.54407E-06,1.91896E-06,1.20147E-06,2.47769E-06,2.62027E-06,2.66087E-06,1.60271E-06,8.98381E-07,7.51577E-07
Adnp;Dpm1,6.82204E-05,7.58085E-05,6.55573E-05,7.48761E-05,7.25042E-05,7.9559E-05,8.23046E-05,7.70844E-05,9.59327E-05
Ado,3.37253E-06,8.78097E-06,7.79054E-06,6.94013E-06,7.13213E-06,4.28911E-06,4.30931E-06,4.67988E-06,4.61214E-06
Adora1,1.04893E-06,1.55151E-06,1.11604E-06,7.41428E-07,3.64486E-07,1.14175E-07,9.52485E-08,1.47854E-07,1.0804E-07
Adora2a,0,0,0,0,0,0,0,0,0
Adora2b,6.53363E-12,0,1.25726E-09,9.30901E-08,1.25971E-07,2.24493E-08,3.72992E-20,1.49715E-20,7.06923E-20
Adora3,0,0,0,0,0,0,0,0,0
Adpgk,2.75418E-05,2.81691E-05,2.5444E-05,1.9885E-05,1.90434E-05,2.23739E-05,2.23452E-05,1.85849E-05,1.79589E-05
Adprh,1.22269E-06,3.04318E-06,3.31312E-06,3.33749E-06,3.88647E-06,2.81567E-06,3.8081E-06,4.65953E-06,3.99553E-06
Adprhl1,0,0,0,0,0,0,0,0,0
Adprhl2,4.47506E-06,6.80206E-06,5.90762E-06,5.59657E-06,5.08853E-06,5.34348E-06,5.60393E-06,8.78094E-06,8.84615E-06
Adra1a,2.46168E-06,9.44315E-06,6.13039E-06,3.63683E-06,3.41528E-06,3.60615E-06,2.51505E-06,1.84096E-06,1.91882E-06
Adra1b,2.61687E-05,3.91386E-05,3.56877E-05,3.15507E-05,3.15159E-05,2.99753E-05,2.94315E-05,2.50891E-05,2.29653E-05
Adra1d,0,0,0,0,0,0,0,0,0
Adra2a,1.82805E-06,1.32231E-07,2.78361E-07,2.84346E-07,1.50224E-07,1.19877E-07,4.2935E-07,4.81372E-07,3.80507E-07
Adra2b,1.8384E-13,1.72729E-11,3.34404E-09,1.46095E-07,2.54722E-07,2.51045E-07,8.48509E-07,7.83556E-06,1.00961E-05
Adra2c,0,0,0,0,0,0,0,0,0
Adrb1,5.56764E-15,1.84067E-10,1.55958E-08,2.01838E-07,7.97705E-07,4.71368E-07,2.99007E-07,1.85364E-07,8.77E-10
Adrb2,1.82062E-07,8.56883E-07,9.76609E-07,8.11806E-07,6.44917E-07,2.38731E-07,1.27295E-07,1.40275E-07,4.45577E-07
Adrb3,2.87031E-06,1.80368E-06,2.09811E-06,1.9029E-06,1.09738E-06,1.75479E-07,1.17337E-07,1.54269E-07,1.90439E-07
Adrbk1,4.40431E-05,3.14196E-05,2.63383E-05,2.68968E-05,2.69351E-05,2.70467E-05,2.36453E-05,2.23693E-05,1.85035E-05
Adrbk2,1.32634E-06,2.12618E-07,5.08049E-07,2.1562E-06,5.9813E-07,4.93907E-07,4.60777E-07,1.35387E-07,9.42323E-08
Adrm1,6.36275E-05,5.20203E-05,5.65974E-05,5.33652E-05,4.69129E-05,4.2869E-05,4.507E-05,4.268E-05,4.17847E-05
Adsl,8.31043E-06,1.17216E-05,1.21635E-05,1.33886E-05,1.50602E-05,1.34514E-05,1.31492E-05,1.45013E-05,1.37015E-05
Adss,2.29495E-05,1.24919E-05,1.4581E-05,1.56389E-05,1.31525E-05,1.38575E-05,1.69685E-05,1.44993E-05,1.36291E-05
Adssl1,1.72378E-05,1.6675E-05,1.59765E-05,1.35306E-05,9.71232E-06,9.60539E-06,1.09337E-05,0.000012085,1.07185E-05
Aebp1,1.39317E-06,1.72119E-07,1.51679E-07,5.11463E-08,5.80322E-09,3.41128E-08,1.85379E-07,1.44639E-07,6.65523E-08
Aebp2,4.44327E-05,3.8035E-05,3.67719E-05,3.7777E-05,3.56972E-05,3.15306E-05,2.95331E-05,2.78688E-05,2.80903E-05
Aen,9.61965E-07,2.93105E-06,2.40224E-06,2.48092E-06,2.54759E-06,1.03738E-06,1.34535E-06,1.20654E-06,1.07313E-06
Aes,0.000555894,0.000613836,0.000624748,0.000633136,0.00065776,0.000649972,0.000626905,0.000617415,0.000633837
Afap1,4.05698E-08,1.89496E-07,3.66934E-07,1.13838E-06,9.12936E-07,7.81673E-07,3.04281E-08,6.44709E-11,9.17503E-11
Afap1l1,5.37738E-09,3.67044E-07,1.08104E-06,1.81064E-06,4.04742E-07,7.19418E-07,1.12023E-07,5.63561E-08,7.64142E-08
Afap1l2;mKIAA1914;AK158196,0,0,0,0,0,0,0,0,0
Aff1,3.09816E-05,2.61784E-05,2.90385E-05,2.61286E-05,2.44816E-05,1.97078E-05,1.85747E-05,2.06752E-05,2.3178E-05
Aff2,0,0,0,0,0,0,0,0,0
Aff3,1.32372E-09,9.56322E-08,9.07713E-08,5.16345E-08,1.74121E-07,3.31172E-07,2.96166E-07,9.18981E-07,1.83606E-07
Aff4;BC099959;Alf4,0.000103895,6.49706E-05,6.21175E-05,6.00889E-05,6.23284E-05,6.53171E-05,5.67884E-05,5.34956E-05,5.54634E-05
Afg3l1,0.000111325,0.000117876,0.000123357,0.000115372,9.88544E-05,9.52221E-05,9.25439E-05,9.58742E-05,9.48495E-05
Afg3l2,8.50709E-05,6.7764E-05,7.12865E-05,8.08528E-05,7.95822E-05,8.08664E-05,8.00697E-05,7.40027E-05,7.36399E-05
Afm,0.000188389,0.000233007,0.000258354,0.000297327,0.000342326,0.000383266,0.000388598,0.00039588,0.000416205
Afmid;Clast2;Syngr2,0.000408226,0.000458476,0.000463504,0.000441736,0.000404922,0.000384305,0.000363518,0.000357336,0.000345754
Afp,6.85319E-09,2.55524E-07,3.57137E-07,4.39784E-07,5.89237E-07,4.55205E-07,2.95277E-07,1.08411E-07,1.12528E-07
Aftph,2.60998E-05,3.68044E-05,3.58496E-05,3.24663E-05,2.87363E-05,3.16752E-05,2.37426E-05,2.17065E-05,2.32531E-05
Aga,1.77092E-05,3.01649E-05,3.05348E-05,2.92586E-05,2.98211E-05,3.18479E-05,2.90837E-05,2.8641E-05,3.00368E-05
Agap1;mKIAA1099,1.80675E-05,1.58675E-05,1.62416E-05,2.08518E-05,2.11326E-05,1.97494E-05,1.73708E-05,1.61252E-05,1.38087E-05
Agap2,1.37568E-07,1.02771E-06,8.47597E-07,1.00234E-06,1.65507E-06,1.40952E-06,1.82119E-06,3.42388E-06,3.83233E-06
Agap3,2.67867E-05,3.64778E-05,3.27389E-05,2.65593E-05,2.682E-05,3.09058E-05,2.1257E-05,1.94839E-05,1.88251E-05
Agbl1,0,0,0,0,0,0,0,0,0
Agbl2,0,0,0,0,0,0,0,0,0
Agbl3,7.48356E-06,4.83311E-06,4.9343E-06,4.91216E-06,4.94563E-06,3.486E-06,3.81211E-06,3.80679E-06,3.62014E-06
Agbl4,0,0,0,0,0,0,0,0,0
Agbl5,1.26481E-07,1.33877E-06,1.73238E-06,9.4136E-07,1.09336E-06,1.23231E-06,1.07426E-06,1.0646E-06,1.19883E-06
Ager;rage,2.35693E-17,1.7047E-12,4.39269E-10,6.66716E-08,1.80448E-07,1.23732E-08,4.2437E-20,5.48715E-20,5.55421E-20
Agfg1,8.11493E-06,1.08346E-05,1.04325E-05,9.39051E-06,6.6045E-06,6.36843E-06,8.95684E-06,1.01424E-05,1.0427E-05
Agfg2,3.53357E-05,3.40481E-05,3.34156E-05,3.43455E-05,3.08457E-05,3.34339E-05,3.38047E-05,2.78131E-05,2.38872E-05
Aggf1,4.04864E-05,2.72187E-05,2.83478E-05,2.98758E-05,3.15573E-05,3.47496E-05,2.62344E-05,2.28524E-05,2.43017E-05
Agk,6.53063E-07,1.2581E-06,1.63342E-06,2.11126E-06,2.15928E-06,1.77871E-06,1.14234E-06,9.61156E-07,8.33392E-07
Agl,2.60839E-05,2.24507E-05,2.30501E-05,2.54628E-05,2.13024E-05,2.07735E-05,2.107E-05,1.81001E-05,1.85492E-05
Agmat,0.0001399,0.000142939,0.000133497,0.000135329,0.000127677,0.000118347,0.000107652,0.000109735,0.000121301
Agpat1,6.80924E-08,6.02761E-07,6.68895E-07,7.03891E-07,5.09445E-07,4.04118E-07,8.20512E-07,1.72528E-06,1.27401E-06
Agpat2,1.03789E-05,1.12769E-05,9.30773E-06,9.58417E-06,9.91052E-06,8.71556E-06,7.90006E-06,6.77404E-06,5.34538E-06
Agpat3,0.000234525,0.000235678,0.000231817,0.000237666,0.000249666,0.000245092,0.000229684,0.000226924,0.000229431
Agpat4,3.77353E-09,7.66153E-08,1.56967E-07,1.39553E-07,1.2043E-07,4.11769E-08,1.5219E-07,9.96604E-08,9.49324E-08
Agpat5,7.1935E-06,8.04516E-06,7.05077E-06,7.10271E-06,6.93484E-06,5.3246E-06,5.47353E-06,5.41198E-06,6.38447E-06
Agpat6,0.000446285,0.000400774,0.000422651,0.000403442,0.000355096,0.000304492,0.000303,0.000313992,0.000311898
Agpat9,5.00668E-06,8.79087E-06,9.58675E-06,1.0718E-05,1.12092E-05,1.12039E-05,1.07857E-05,1.21941E-05,1.47726E-05
Agphd1;C630028N24Rik,5.15202E-05,5.55777E-05,4.49529E-05,5.03629E-05,5.26364E-05,5.15823E-05,4.88107E-05,4.05627E-05,3.73109E-05
Agps,4.97474E-06,8.28641E-06,1.09231E-05,8.63862E-06,5.21764E-06,7.78797E-06,6.93992E-06,5.54693E-06,4.41596E-06
Agr2,0,0,0,0,0,0,0,0,0
Agr3,0,0,0,0,0,0,0,0,0
Agrn,1.10985E-06,1.85026E-06,2.61481E-06,2.98012E-06,2.59018E-06,3.00914E-06,4.95173E-06,6.41149E-06,7.13778E-06
Agt,0.000977047,0.001058644,0.001119376,0.001155125,0.001177844,0.001184844,0.00115481,0.001150262,0.001156552
Agtpbp1;Nna1,5.06441E-07,3.13354E-06,3.04897E-06,4.52764E-06,7.27196E-06,5.50031E-06,6.5614E-06,5.08712E-06,4.60749E-06
Agtr1a,6.25428E-05,3.6787E-05,3.7964E-05,3.92192E-05,4.17305E-05,4.38534E-05,4.30888E-05,4.05423E-05,4.0133E-05
Agtr1b,0,0,0,0,0,0,0,0,0
Agtr2,0,0,0,0,0,0,0,0,0
Agtrap,1.08656E-07,9.73038E-07,1.26341E-06,6.37416E-07,6.1851E-07,6.36175E-07,4.94894E-07,2.18166E-07,3.45152E-07
Agxt,0.000123818,0.000219336,0.000248099,0.000302736,0.000329021,0.000344767,0.000364158,0.000361429,0.000367049
Agxt2,3.95501E-06,6.49209E-06,7.1276E-06,6.52069E-06,6.53202E-06,6.20797E-06,5.72024E-06,7.13738E-06,6.36841E-06
Agxt2l1,1.35035E-05,4.1293E-05,6.08015E-05,0.000137824,0.000184909,0.000223102,0.000243911,0.000268975,0.000252334
