geneSet	description	link	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	size	plotPath	leadingEdgeNum	leadingEdgeId	userId	cluster_peak_ID
mmu01230	Biosynthesis of amino acids	http://www.kegg.jp/kegg-bin/show_pathway?mmu01230+11429+107869+109900+230163+18416+11846+11898+227231	-0.9113676494527846	-1.5179425056241171	0.0064724918884385375	0.3725499445715499	43	./Project_1683994666_GSEA/mmu01230.png	8	11429;107869;109900;230163;18416;11846;11898;227231	ENSMUSG00000019987;ENSMUSG00000022477;ENSMUSG00000025533;ENSMUSG00000025991;ENSMUSG00000028179;ENSMUSG00000028307;ENSMUSG00000031173;ENSMUSG00000076441	1
mmu01200	Carbon metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu01200+13382+14121+20916+20917+11429+230163+56451+227231	-0.8194259756877965	-1.4426331233383427	0.024316109348583255	0.37300988277472463	76	./Project_1683994666_GSEA/mmu01200.png	8	13382;14121;20916;20917;11429;230163;56451;227231	ENSMUSG00000020664;ENSMUSG00000022110;ENSMUSG00000022477;ENSMUSG00000025991;ENSMUSG00000028307;ENSMUSG00000052738;ENSMUSG00000061838;ENSMUSG00000069805	1
mmu05204	Chemical carcinogenesis	http://www.kegg.jp/kegg-bin/show_pathway?mmu05204+13077+100727+394436+14864+243085+94284+14862+13096+13095+14871+13849+107141+13106+13112+14865+394433+14859+22238+71773+231396+56615	0.773936411968064	1.303426163647056	0.06431852976367759	0.376177877606557	47	./Project_1683994666_GSEA/mmu05204.png	21	13077;100727;394436;14864;243085;94284;14862;13096;13095;14871;13849;107141;13106;13112;14865;394433;14859;22238;71773;231396;56615	ENSMUSG00000001663;ENSMUSG00000003053;ENSMUSG00000004038;ENSMUSG00000008540;ENSMUSG00000025479;ENSMUSG00000025934;ENSMUSG00000027890;ENSMUSG00000029260;ENSMUSG00000032310;ENSMUSG00000035811;ENSMUSG00000035836;ENSMUSG00000038776;ENSMUSG00000042248;ENSMUSG00000054545;ENSMUSG00000054630;ENSMUSG00000054827;ENSMUSG00000056035;ENSMUSG00000058135;ENSMUSG00000070704;ENSMUSG00000089943;ENSMUSG00000089960	1
mmu04750	Inflammatory mediator regulation of TRP channels	http://www.kegg.jp/kegg-bin/show_pathway?mmu04750+13096+13095+107141	0.8834843494827623	1.3135018174906636	0.049346879463937766	0.38979298726823103	14	./Project_1683994666_GSEA/mmu04750.png	3	13096;13095;107141	ENSMUSG00000003053;ENSMUSG00000042248;ENSMUSG00000054827	1
mmu05205	Proteoglycans in cancer	http://www.kegg.jp/kegg-bin/show_pathway?mmu05205+12843+105244208+20104+19684+11461+29875+15170+12540	0.8505710330558898	1.304828345466642	0.04954954947515083	0.39364352589626067	23	./Project_1683994666_GSEA/mmu05205.png	8	12843;105244208;20104;19684;11461;29875;15170;12540	ENSMUSG00000004266;ENSMUSG00000006699;ENSMUSG00000028495;ENSMUSG00000028495;ENSMUSG00000029580;ENSMUSG00000029661;ENSMUSG00000030536;ENSMUSG00000032050	1
mmu03013	RNA transport	http://www.kegg.jp/kegg-bin/show_pathway?mmu03013+54709+13682+21681+110379+27979+13681+16211+108989+53356	0.7772718500943772	1.2966264744551523	0.07027818437733795	0.3980864550824487	40	./Project_1683994666_GSEA/mmu03013.png	9	54709;13682;21681;110379;27979;13681;16211;108989;53356	ENSMUSG00000001440;ENSMUSG00000006005;ENSMUSG00000022884;ENSMUSG00000025134;ENSMUSG00000028798;ENSMUSG00000030298;ENSMUSG00000056076;ENSMUSG00000059796;ENSMUSG00000070319	1
mmu00860	Porphyrin and chlorophyll metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00860+100727+394436+243085+94284+394433+22238+71773+231396+72094	0.8964955890341058	1.3612583219556487	0.019801980170011342	0.3993823094284203	19	./Project_1683994666_GSEA/mmu00860.png	9	100727;394436;243085;94284;394433;22238;71773;231396;72094	ENSMUSG00000029260;ENSMUSG00000035780;ENSMUSG00000035811;ENSMUSG00000035836;ENSMUSG00000054545;ENSMUSG00000054630;ENSMUSG00000070704;ENSMUSG00000089943;ENSMUSG00000089960	1
mmu04976	Bile secretion	http://www.kegg.jp/kegg-bin/show_pathway?mmu04976+26357+28253+13849+64008+12780+28248	0.8594079614780129	1.2899628069101698	0.08563134965800966	0.41863718047503223	16	./Project_1683994666_GSEA/mmu04976.png	6	26357;28253;13849;64008;12780;28248	ENSMUSG00000025194;ENSMUSG00000029802;ENSMUSG00000030236;ENSMUSG00000032204;ENSMUSG00000038776;ENSMUSG00000041698	1
mmu00590	Arachidonic acid metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00590+13096+13095+107141+13106	0.8721504815883334	1.313945277582777	0.060698027222006026	0.42221290690562746	16	./Project_1683994666_GSEA/mmu00590.png	4	13096;13095;107141;13106	ENSMUSG00000003053;ENSMUSG00000025479;ENSMUSG00000042248;ENSMUSG00000054827	1
mmu00640	Propanoate metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00640+13382+20916+20917+56451	-0.8058552215577457	-1.292807577075143	0.20070422464540766	0.4305021581715687	25	./Project_1683994666_GSEA/mmu00640.png	4	13382;20916;20917;56451	ENSMUSG00000020664;ENSMUSG00000022110;ENSMUSG00000052738;ENSMUSG00000061838	1
mmu05010	Alzheimer disease	http://www.kegg.jp/kegg-bin/show_pathway?mmu05010+66046+68349+66416+226646+17992+11950+12866+11949+66694+22273+12858+67273+66495+66445+12857+12864+17995+11957+67130+11947+11946+66043+28080+22272+71679+67003	-0.8214607695045082	-1.4446079697757042	0.04776119388728002	0.4362053918909357	67	./Project_1683994666_GSEA/mmu05010.png	26	66046;68349;66416;226646;17992;11950;12866;11949;66694;22273;12858;67273;66495;66445;12857;12864;17995;11957;67130;11947;11946;66043;28080;22272;71679;67003	ENSMUSG00000000088;ENSMUSG00000000563;ENSMUSG00000003072;ENSMUSG00000005510;ENSMUSG00000013593;ENSMUSG00000014313;ENSMUSG00000022450;ENSMUSG00000022551;ENSMUSG00000022890;ENSMUSG00000022956;ENSMUSG00000025393;ENSMUSG00000025428;ENSMUSG00000025651;ENSMUSG00000025781;ENSMUSG00000026032;ENSMUSG00000026260;ENSMUSG00000027673;ENSMUSG00000029632;ENSMUSG00000030884;ENSMUSG00000031818;ENSMUSG00000032330;ENSMUSG00000034566;ENSMUSG00000037916;ENSMUSG00000038462;ENSMUSG00000041881;ENSMUSG00000044894	1
mmu00040	Pentose and glucuronate interconversions	http://www.kegg.jp/kegg-bin/show_pathway?mmu00040+100727+394436+243085+94284+20322+394433+22238+71773+231396+72094+22235	0.8766238571767354	1.3165994815169948	0.043859649058684724	0.4407978143256698	19	./Project_1683994666_GSEA/mmu00040.png	11	100727;394436;243085;94284;20322;394433;22238;71773;231396;72094;22235	ENSMUSG00000027227;ENSMUSG00000029201;ENSMUSG00000029260;ENSMUSG00000035780;ENSMUSG00000035811;ENSMUSG00000035836;ENSMUSG00000054545;ENSMUSG00000054630;ENSMUSG00000070704;ENSMUSG00000089943;ENSMUSG00000089960	1
mmu05146	Amoebiasis	http://www.kegg.jp/kegg-bin/show_pathway?mmu05146+11846	-0.8176946827615459	-1.2963184965714363	0.2244224415035563	0.4484397480953841	16	./Project_1683994666_GSEA/mmu05146.png	1	11846	ENSMUSG00000019987	1
mmu04146	Peroxisome	http://www.kegg.jp/kegg-bin/show_pathway?mmu04146+15488+18477+235674+113868+19299+14081+26458+51798+11430+23986	0.7815610100114214	1.2752105360085422	0.08057553945240929	0.46181520776012147	40	./Project_1683994666_GSEA/mmu04146.png	10	15488;18477;235674;113868;19299;14081;26458;51798;11430;23986	ENSMUSG00000010651;ENSMUSG00000018796;ENSMUSG00000020777;ENSMUSG00000021417;ENSMUSG00000024507;ENSMUSG00000027359;ENSMUSG00000028127;ENSMUSG00000028691;ENSMUSG00000036138;ENSMUSG00000053898	1
mmu04066	HIF-1 signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04066+68263+105244208+20104	0.869717254934223	1.2780155236753952	0.05823863628091103	0.4692720538211505	16	./Project_1683994666_GSEA/mmu04066.png	3	68263;105244208;20104	ENSMUSG00000021748;ENSMUSG00000028495;ENSMUSG00000028495	1
mmu00140	Steroid hormone biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?mmu00140+13077+100727+394436+13101+243085+94284+13096+13095+107141+13106+13112+394433+22238+76279+71773+231396+13105+12846+72094	0.8120336052224794	1.3241205064522317	0.03869047613290108	0.4748010323639623	37	./Project_1683994666_GSEA/mmu00140.png	19	13077;100727;394436;13101;243085;94284;13096;13095;107141;13106;13112;394433;22238;76279;71773;231396;13105;12846;72094	ENSMUSG00000000326;ENSMUSG00000003053;ENSMUSG00000022445;ENSMUSG00000025479;ENSMUSG00000029260;ENSMUSG00000032310;ENSMUSG00000035780;ENSMUSG00000035811;ENSMUSG00000035836;ENSMUSG00000042248;ENSMUSG00000054545;ENSMUSG00000054630;ENSMUSG00000054827;ENSMUSG00000056035;ENSMUSG00000068086;ENSMUSG00000070704;ENSMUSG00000089943;ENSMUSG00000089960;ENSMUSG00000094806	1
mmu00120	Primary bile acid biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?mmu00120+15488+104086	0.8663971914220163	1.2573980989687412	0.13138686112206296	0.48588903824601415	10	./Project_1683994666_GSEA/mmu00120.png	2	15488;104086	ENSMUSG00000024507;ENSMUSG00000026170	1
mmu00330	Arginine and proline metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00330+75986+11846	-0.9148087040015824	-1.4693779994602978	0.041401273753499127	0.4863079934901054	20	./Project_1683994666_GSEA/mmu00330.png	2	75986;11846	ENSMUSG00000019987;ENSMUSG00000040706	1
mmu04612	Antigen processing and presentation	http://www.kegg.jp/kegg-bin/show_pathway?mmu04612+12010+15519+15481+19188+15511	0.869872977114263	1.3169458659446438	0.04956268214349463	0.4863197376614869	17	./Project_1683994666_GSEA/mmu04612.png	5	12010;15519;15481;19188;15511	ENSMUSG00000015656;ENSMUSG00000021270;ENSMUSG00000060802;ENSMUSG00000079197;ENSMUSG00000090877	1
mmu05169	Epstein-Barr virus infection	http://www.kegg.jp/kegg-bin/show_pathway?mmu05169+22352+12010+57296+59029+19179+21762+66413+66997	0.7842701331749802	1.2678581940905784	0.10128388002669918	0.488277917562066	31	./Project_1683994666_GSEA/mmu05169.png	8	22352;12010;57296;59029;19179;21762;66413;66997	ENSMUSG00000006998;ENSMUSG00000020720;ENSMUSG00000021178;ENSMUSG00000021737;ENSMUSG00000026728;ENSMUSG00000026914;ENSMUSG00000030591;ENSMUSG00000060802	1
mmu00450	Selenocompound metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00450+107869	-0.8324712903779414	-1.2539838886153731	0.25786163440924015	0.48870989299557355	10	./Project_1683994666_GSEA/mmu00450.png	1	107869	ENSMUSG00000028179	1
mmu00380	Tryptophan metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00380+13077	0.8516968269505585	1.3440445389140017	0.02597402593654542	0.49200997807846397	28	./Project_1683994666_GSEA/mmu00380.png	1	13077	ENSMUSG00000032310	1
mmu04510	Focal adhesion	http://www.kegg.jp/kegg-bin/show_pathway?mmu04510+12833+12843	0.8125869637856907	1.2523405500849247	0.136034732075203	0.4963122145070894	23	./Project_1683994666_GSEA/mmu04510.png	2	12833;12843	ENSMUSG00000001119;ENSMUSG00000029661	1
mmu03040	Spliceosome	http://www.kegg.jp/kegg-bin/show_pathway?mmu03040+21681+15481+68879+15511	0.77489916821901506	1.257800544320368	0.1207865166842886	0.5053360729526728	34	./Project_1683994666_GSEA/mmu03040.png	4	21681;15481;68879;15511	ENSMUSG00000002455;ENSMUSG00000015656;ENSMUSG00000025134;ENSMUSG00000090877	1
mmu04714	Thermogenesis	http://www.kegg.jp/kegg-bin/show_pathway?mmu04714+66046+68349+66416+226646+17992+11950+12866+11958+11949+66694+22273+27425+12858+57279+67273+66495+66445+12857+12864+17995+11957+67130+11947+11946+66043+28080+22272+71679+67003	-0.698201610155642	-1.2134008931796616	0.21937321874822446	0.5185343302592166	72	./Project_1683994666_GSEA/mmu04714.png	29	66046;68349;66416;226646;17992;11950;12866;11958;11949;66694;22273;27425;12858;57279;67273;66495;66445;12857;12864;17995;11957;67130;11947;11946;66043;28080;22272;71679;67003	ENSMUSG00000000088;ENSMUSG00000000563;ENSMUSG00000003072;ENSMUSG00000005510;ENSMUSG00000013593;ENSMUSG00000014313;ENSMUSG00000022450;ENSMUSG00000022551;ENSMUSG00000022890;ENSMUSG00000022956;ENSMUSG00000025393;ENSMUSG00000025428;ENSMUSG00000025651;ENSMUSG00000025781;ENSMUSG00000026032;ENSMUSG00000026260;ENSMUSG00000027673;ENSMUSG00000029632;ENSMUSG00000030884;ENSMUSG00000031818;ENSMUSG00000032330;ENSMUSG00000032602;ENSMUSG00000034566;ENSMUSG00000037916;ENSMUSG00000038462;ENSMUSG00000038717;ENSMUSG00000041881;ENSMUSG00000044894;ENSMUSG00000050856	1
mmu04151	PI3K-Akt signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04151+12833+12843+105244208+20104+15519+22631+54401	0.8555366864803201	1.3260274954056983	0.03240058905390193	0.5192303242258427	25	./Project_1683994666_GSEA/mmu04151.png	7	12833;12843;105244208;20104;15519;22631;54401	ENSMUSG00000001119;ENSMUSG00000018326;ENSMUSG00000021270;ENSMUSG00000022285;ENSMUSG00000028495;ENSMUSG00000028495;ENSMUSG00000029661	1
mmu00051	Fructose and mannose metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00051+225913+14121+230163	-0.8089396734423623	-1.2257714719079353	0.2743902430658834	0.5206016314461178	10	./Project_1683994666_GSEA/mmu00051.png	3	225913;14121;230163	ENSMUSG00000028307;ENSMUSG00000034371;ENSMUSG00000069805	1
mmu01040	Biosynthesis of unsaturated fatty acids	http://www.kegg.jp/kegg-bin/show_pathway?mmu01040+15488+235674+113868+57874+76267	0.8540123695489601	1.2587431793845478	0.12134502906236107	0.5236732534120307	15	./Project_1683994666_GSEA/mmu01040.png	5	15488;235674;113868;57874;76267	ENSMUSG00000010651;ENSMUSG00000010663;ENSMUSG00000024507;ENSMUSG00000033629;ENSMUSG00000036138	1
mmu05165	Human papillomavirus infection	http://www.kegg.jp/kegg-bin/show_pathway?mmu05165+12833+12843	0.7674495786274491	1.2435577335921797	0.1589958156778301	0.5284597691219507	29	./Project_1683994666_GSEA/mmu05165.png	2	12833;12843	ENSMUSG00000001119;ENSMUSG00000029661	1
mmu00220	Arginine biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?mmu00220+216456+109900+18416+11846+11898+227231	-0.9317301592914392	-1.4466832590337262	0.06349206329050139	0.5298488100573154	14	./Project_1683994666_GSEA/mmu00220.png	6	216456;109900;18416;11846;11898;227231	ENSMUSG00000019987;ENSMUSG00000025533;ENSMUSG00000025991;ENSMUSG00000031173;ENSMUSG00000044005;ENSMUSG00000076441	1
mmu04915	Estrogen signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?mmu04915+16668+15519+15481+15511	0.8492722683692585	1.2388336874747434	0.11062590959151979	0.5340116078645069	15	./Project_1683994666_GSEA/mmu04915.png	4	16668;15519;15481;15511	ENSMUSG00000015656;ENSMUSG00000021270;ENSMUSG00000023043;ENSMUSG00000090877	1
mmu03050	Proteasome	http://www.kegg.jp/kegg-bin/show_pathway?mmu03050+57296+19188+59029+26445+19179+21762+26440+66413+66997+26444	0.7501401286996062	1.2279015121596248	0.19054652852208784	0.535321898784094	32	./Project_1683994666_GSEA/mmu03050.png	10	57296;19188;59029;26445;19179;21762;26440;66413;66997;26444	ENSMUSG00000006998;ENSMUSG00000020720;ENSMUSG00000021178;ENSMUSG00000021737;ENSMUSG00000026914;ENSMUSG00000027566;ENSMUSG00000028837;ENSMUSG00000030591;ENSMUSG00000030751;ENSMUSG00000079197	1
mmu04726	Serotonergic synapse	http://www.kegg.jp/kegg-bin/show_pathway?mmu04726+13101+13096+13095+107141+76279+13105	0.8658018640008802	1.330530195926733	0.025641025604499965	0.551342829066013	21	./Project_1683994666_GSEA/mmu04726.png	6	13101;13096;13095;107141;76279;13105	ENSMUSG00000003053;ENSMUSG00000022445;ENSMUSG00000042248;ENSMUSG00000054827;ENSMUSG00000068086;ENSMUSG00000094806	1
mmu01212	Fatty acid metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu01212+235674+113868+57874+76267+14081+11430+106529	0.7650402043872676	1.2281327040253596	0.1688311685875452	0.5533668301397208	33	./Project_1683994666_GSEA/mmu01212.png	7	235674;113868;57874;76267;14081;11430;106529	ENSMUSG00000010651;ENSMUSG00000010663;ENSMUSG00000018796;ENSMUSG00000020777;ENSMUSG00000031708;ENSMUSG00000033629;ENSMUSG00000036138	1
mmu00983	Drug metabolism	http://www.kegg.jp/kegg-bin/show_pathway?mmu00983+100727+394436+14864+243085+94284+14862+14871+13106+14865+394433+14859+22238+71773+231396+56615+72094+17961	0.7292271857717496	1.2202137448048256	0.19145802622760233	0.5599473019232638	43	./Project_1683994666_GSEA/mmu00983.png	17	100727;394436;14864;243085;94284;14862;14871;13106;14865;394433;14859;22238;71773;231396;56615;72094;17961	ENSMUSG00000001663;ENSMUSG00000004038;ENSMUSG00000008540;ENSMUSG00000025479;ENSMUSG00000025934;ENSMUSG00000027890;ENSMUSG00000029260;ENSMUSG00000035780;ENSMUSG00000035811;ENSMUSG00000035836;ENSMUSG00000051147;ENSMUSG00000054545;ENSMUSG00000054630;ENSMUSG00000058135;ENSMUSG00000070704;ENSMUSG00000089943;ENSMUSG00000089960	1
mmu04217	Necroptosis	http://www.kegg.jp/kegg-bin/show_pathway?mmu04217+14645+15519+67738	0.7844625515045995	1.2296244356963384	0.16941529209982714	0.5646085380003288	23	./Project_1683994666_GSEA/mmu04217.png	3	14645;15519;67738	ENSMUSG00000021270;ENSMUSG00000026473;ENSMUSG00000027804	1
