Protein	ENSEMBL	Symbol	bin	int
P00405	ENSMUSG00000064354	COX2	1	12.876393835476259
P00405	ENSMUSG00000064354	COX2	2	12.924085716996462
P00405	ENSMUSG00000064354	COX2	3	12.735228862844805
P00405	ENSMUSG00000064354	COX2	4	12.807117926596144
P00405	ENSMUSG00000064354	COX2	5	12.860785847495043
P00405	ENSMUSG00000064354	COX2	6	13.020968353627747
P00405	ENSMUSG00000064354	COX2	7	13.086262689341943
P00405	ENSMUSG00000064354	COX2	8	13.057824005481352
P00405	ENSMUSG00000064354	COX2	9	13.295633039581844
P00416	ENSMUSG00000064358	COX3	1	12.465608964944751
P00416	ENSMUSG00000064358	COX3	2	12.432693029310405
P00416	ENSMUSG00000064358	COX3	3	12.5732353877768
P00416	ENSMUSG00000064358	COX3	4	12.413843204022744
P00416	ENSMUSG00000064358	COX3	5	12.345172025840142
P00416	ENSMUSG00000064358	COX3	6	12.675800267404277
P00416	ENSMUSG00000064358	COX3	7	12.347387749202243
P00416	ENSMUSG00000064358	COX3	8	12.96820409045003
P00416	ENSMUSG00000064358	COX3	9	13.062574791400044
P00493	ENSMUSG00000025630	Hprt	1	10.505071083141885
P00493	ENSMUSG00000025630	Hprt	2	10.322726931501425
P00493	ENSMUSG00000025630	Hprt	3	9.008855306848679
P00493	ENSMUSG00000025630	Hprt	4	10.029611109950743
P00493	ENSMUSG00000025630	Hprt	5	0
P00493	ENSMUSG00000025630	Hprt	6	0
P00493	ENSMUSG00000025630	Hprt	7	0
P00493	ENSMUSG00000025630	Hprt	8	10.258054515514814
P00493	ENSMUSG00000025630	Hprt	9	0
P00688	ENSMUSG00000074268	Amy2a5	1	10.940216320247687
P00688	ENSMUSG00000074268	Amy2a5	2	10.127559117187529
P00688	ENSMUSG00000074268	Amy2a5	3	10.467037149671407
P00688	ENSMUSG00000074268	Amy2a5	4	10.304184539467443
P00688	ENSMUSG00000074268	Amy2a5	5	10.531812462420943
P00688	ENSMUSG00000074268	Amy2a5	6	9.463847398793511
P00688	ENSMUSG00000074268	Amy2a5	7	10.422220486531312
P00688	ENSMUSG00000074268	Amy2a5	8	0
P00688	ENSMUSG00000074268	Amy2a5	9	10.701109534619343
P00920	ENSMUSG00000027562	Car2	1	10.997722811429133
P00920	ENSMUSG00000027562	Car2	2	10.81419441830092
P00920	ENSMUSG00000027562	Car2	3	11.077863021113073
P00920	ENSMUSG00000027562	Car2	4	10.852121811883443
P00920	ENSMUSG00000027562	Car2	5	11.143075216045142
P00920	ENSMUSG00000027562	Car2	6	10.692268497392252
P00920	ENSMUSG00000027562	Car2	7	10.831216424790544
P00920	ENSMUSG00000027562	Car2	8	11.502837335007682
P00920	ENSMUSG00000027562	Car2	9	11.151571523122444
P01027	ENSMUSG00000024164	C3	1	11.48391783157464
P01027	ENSMUSG00000024164	C3	2	11.47219799563498
P01027	ENSMUSG00000024164	C3	3	11.552442817169194
P01027	ENSMUSG00000024164	C3	4	11.539023961824443
P01027	ENSMUSG00000024164	C3	5	11.655683289409643
P01027	ENSMUSG00000024164	C3	6	11.755837463124077
P01027	ENSMUSG00000024164	C3	7	11.797686647763042
P01027	ENSMUSG00000024164	C3	8	11.743626129441374
P01027	ENSMUSG00000024164	C3	9	11.857278897273943
P01029	ENSMUSG00000073418	C4b	1	11.44475737665066
P01029	ENSMUSG00000073418	C4b	2	10.996637146663295
P01029	ENSMUSG00000073418	C4b	3	11.215855320402008
P01029	ENSMUSG00000073418	C4b	4	11.026368915926243
P01029	ENSMUSG00000073418	C4b	5	11.260851265870743
P01029	ENSMUSG00000073418	C4b	6	11.267169904025936
P01029	ENSMUSG00000073418	C4b	7	11.242969106788044
P01029	ENSMUSG00000073418	C4b	8	11.251178154074996
P01029	ENSMUSG00000073418	C4b	9	11.072270985995942
P01592	ENSMUSG00000067149	Jchain	1	0
P01592	ENSMUSG00000067149	Jchain	2	0
P01592	ENSMUSG00000067149	Jchain	3	0
P01592	ENSMUSG00000067149	Jchain	4	0
P01592	ENSMUSG00000067149	Jchain	5	0
P01592	ENSMUSG00000067149	Jchain	6	0
P01592	ENSMUSG00000067149	Jchain	7	0
P01592	ENSMUSG00000067149	Jchain	8	0
P01592	ENSMUSG00000067149	Jchain	9	0
P01796	NA	NA	1	0
P01796	NA	NA	2	0
P01796	NA	NA	3	0
P01796	NA	NA	4	0
P01796	NA	NA	5	0
P01796	NA	NA	6	0
P01796	NA	NA	7	0
P01796	NA	NA	8	0
P01796	NA	NA	9	0
P01837	NA	NA	1	11.378283549594066
P01837	NA	NA	2	0
P01837	NA	NA	3	11.235939669440292
P01837	NA	NA	4	11.193600572238543
P01837	NA	NA	5	11.211808697193442
P01837	NA	NA	6	11.667758078912842
P01837	NA	NA	7	12.039030962062244
P01837	NA	NA	8	10.995109881782605
P01837	NA	NA	9	10.792502843629842
P01872	NA	NA	1	0
P01872	NA	NA	2	0
P01872	NA	NA	3	0
P01872	NA	NA	4	0
P01872	NA	NA	5	0
P01872	NA	NA	6	0
P01872	NA	NA	7	0
P01872	NA	NA	8	0
P01872	NA	NA	9	0
P01887	ENSMUSG00000060802	B2m	1	12.522910550709362
P01887	ENSMUSG00000060802	B2m	2	12.178270625887874
P01887	ENSMUSG00000060802	B2m	3	12.674588863802997
P01887	ENSMUSG00000060802	B2m	4	12.688643990329643
P01887	ENSMUSG00000060802	B2m	5	12.908321304811443
P01887	ENSMUSG00000060802	B2m	6	12.763856352572788
P01887	ENSMUSG00000060802	B2m	7	0
P01887	ENSMUSG00000060802	B2m	8	12.72836653723469
P01887	ENSMUSG00000060802	B2m	9	12.872045937498443
P01898	ENSMUSG00000067235	H2-Q10	1	12.707822133044687
P01898	ENSMUSG00000067235	H2-Q10	2	12.334200252560674
P01898	ENSMUSG00000067235	H2-Q10	3	12.45368759571581
P01898	ENSMUSG00000067235	H2-Q10	4	12.647298356908143
P01898	ENSMUSG00000067235	H2-Q10	5	12.732539155908944
P01898	ENSMUSG00000067235	H2-Q10	6	12.420809985405933
P01898	ENSMUSG00000067235	H2-Q10	7	12.826604686762943
P01898	ENSMUSG00000067235	H2-Q10	8	12.784299044484477
P01898	ENSMUSG00000067235	H2-Q10	9	13.138294289019143
P01899	ENSMUSG00000073411	H2-D1	1	11.374201140705182
P01899	ENSMUSG00000073411	H2-D1	2	11.141532448570594
P01899	ENSMUSG00000073411	H2-D1	3	11.414359909312934
P01899	ENSMUSG00000073411	H2-D1	4	11.402455423451043
P01899	ENSMUSG00000073411	H2-D1	5	11.211411702157644
P01899	ENSMUSG00000073411	H2-D1	6	10.559777098367489
P01899	ENSMUSG00000073411	H2-D1	7	11.543840068984244
P01899	ENSMUSG00000073411	H2-D1	8	11.887546596964361
P01899	ENSMUSG00000073411	H2-D1	9	11.231913605473443
P01901	ENSMUSG00000061232	H2-K1	1	0
P01901	ENSMUSG00000061232	H2-K1	2	11.465803586399504
P01901	ENSMUSG00000061232	H2-K1	3	11.322427225449283
P01901	ENSMUSG00000061232	H2-K1	4	11.442576435477443
P01901	ENSMUSG00000061232	H2-K1	5	11.465960694782643
P01901	ENSMUSG00000061232	H2-K1	6	11.33096693184458
P01901	ENSMUSG00000061232	H2-K1	7	0
P01901	ENSMUSG00000061232	H2-K1	8	0
P01901	ENSMUSG00000061232	H2-K1	9	0
P02301	NA	NA	1	9.920035186059044
P02301	NA	NA	2	0
P02301	NA	NA	3	7.491875928436198
P02301	NA	NA	4	0
P02301	NA	NA	5	0
P02301	NA	NA	6	0
P02301	NA	NA	7	0
P02301	NA	NA	8	0
P02301	NA	NA	9	0
P03888	ENSMUSG00000064341	ND1	1	0
P03888	ENSMUSG00000064341	ND1	2	0
P03888	ENSMUSG00000064341	ND1	3	0
P03888	ENSMUSG00000064341	ND1	4	0
P03888	ENSMUSG00000064341	ND1	5	0
P03888	ENSMUSG00000064341	ND1	6	0
P03888	ENSMUSG00000064341	ND1	7	0
P03888	ENSMUSG00000064341	ND1	8	0
P03888	ENSMUSG00000064341	ND1	9	0
P03911	ENSMUSG00000064363	ND4	1	0
P03911	ENSMUSG00000064363	ND4	2	8.543249248637611
P03911	ENSMUSG00000064363	ND4	3	8.788184457500211
P03911	ENSMUSG00000064363	ND4	4	8.185780697954332
P03911	ENSMUSG00000064363	ND4	5	8.212029368259282
P03911	ENSMUSG00000064363	ND4	6	8.811292678189691
P03911	ENSMUSG00000064363	ND4	7	0
P03911	ENSMUSG00000064363	ND4	8	7.685418628044598
P03911	ENSMUSG00000064363	ND4	9	7.546892401420032
P03921	ENSMUSG00000064367	ND5	1	11.021372479200394
P03921	ENSMUSG00000064367	ND5	2	11.11240781648319
P03921	ENSMUSG00000064367	ND5	3	11.180778380529397
P03921	ENSMUSG00000064367	ND5	4	11.569031756550643
P03921	ENSMUSG00000064367	ND5	5	11.488863479340242
P03921	ENSMUSG00000064367	ND5	6	11.452823706453808
P03921	ENSMUSG00000064367	ND5	7	11.280132064966743
P03921	ENSMUSG00000064367	ND5	8	11.400973915006187
P03921	ENSMUSG00000064367	ND5	9	11.672589287929943
P03930	ENSMUSG00000064356	ATP8	1	0
P03930	ENSMUSG00000064356	ATP8	2	0
P03930	ENSMUSG00000064356	ATP8	3	10.240035744216689
P03930	ENSMUSG00000064356	ATP8	4	9.985343260045243
P03930	ENSMUSG00000064356	ATP8	5	0
P03930	ENSMUSG00000064356	ATP8	6	0
P03930	ENSMUSG00000064356	ATP8	7	0
P03930	ENSMUSG00000064356	ATP8	8	10.39910093906462
P03930	ENSMUSG00000064356	ATP8	9	11.043750192866643
P03953	ENSMUSG00000061780	Cfd	1	0
P03953	ENSMUSG00000061780	Cfd	2	0
P03953	ENSMUSG00000061780	Cfd	3	0
P03953	ENSMUSG00000061780	Cfd	4	0
P03953	ENSMUSG00000061780	Cfd	5	0
P03953	ENSMUSG00000061780	Cfd	6	0
P03953	ENSMUSG00000061780	Cfd	7	0
P03953	ENSMUSG00000061780	Cfd	8	0
P03953	ENSMUSG00000061780	Cfd	9	0
P03958	ENSMUSG00000017697	Ada	1	0
P03958	ENSMUSG00000017697	Ada	2	0
P03958	ENSMUSG00000017697	Ada	3	0
P03958	ENSMUSG00000017697	Ada	4	0
P03958	ENSMUSG00000017697	Ada	5	0
P03958	ENSMUSG00000017697	Ada	6	0
P03958	ENSMUSG00000017697	Ada	7	0
P03958	ENSMUSG00000017697	Ada	8	0
P03958	ENSMUSG00000017697	Ada	9	0
P03987	NA	NA	1	0
P03987	NA	NA	2	0
P03987	NA	NA	3	0
P03987	NA	NA	4	0
P03987	NA	NA	5	0
P03987	NA	NA	6	0
P03987	NA	NA	7	0
P03987	NA	NA	8	0
P03987	NA	NA	9	0
P04117	ENSMUSG00000062515	Fabp4	1	11.270192859033349
P04117	ENSMUSG00000062515	Fabp4	2	0
P04117	ENSMUSG00000062515	Fabp4	3	0
P04117	ENSMUSG00000062515	Fabp4	4	9.772788234393143
P04117	ENSMUSG00000062515	Fabp4	5	0
P04117	ENSMUSG00000062515	Fabp4	6	0
P04117	ENSMUSG00000062515	Fabp4	7	0
P04117	ENSMUSG00000062515	Fabp4	8	0
P04117	ENSMUSG00000062515	Fabp4	9	0
P04247	ENSMUSG00000018893	Mb	1	0
P04247	ENSMUSG00000018893	Mb	2	0
P04247	ENSMUSG00000018893	Mb	3	0
P04247	ENSMUSG00000018893	Mb	4	0
P04247	ENSMUSG00000018893	Mb	5	0
P04247	ENSMUSG00000018893	Mb	6	0
P04247	ENSMUSG00000018893	Mb	7	0
P04247	ENSMUSG00000018893	Mb	8	0
P04247	ENSMUSG00000018893	Mb	9	0
P04627	ENSMUSG00000001127	Araf	1	0
P04627	ENSMUSG00000001127	Araf	2	0
P04627	ENSMUSG00000001127	Araf	3	0
P04627	ENSMUSG00000001127	Araf	4	0
P04627	ENSMUSG00000001127	Araf	5	0
P04627	ENSMUSG00000001127	Araf	6	0
P04627	ENSMUSG00000001127	Araf	7	0
P04627	ENSMUSG00000001127	Araf	8	0
P04627	ENSMUSG00000001127	Araf	9	0
P04919	ENSMUSG00000006574	Slc4a1	1	0
P04919	ENSMUSG00000006574	Slc4a1	2	0
P04919	ENSMUSG00000006574	Slc4a1	3	0
P04919	ENSMUSG00000006574	Slc4a1	4	0
P04919	ENSMUSG00000006574	Slc4a1	5	0
P04919	ENSMUSG00000006574	Slc4a1	6	0
P04919	ENSMUSG00000006574	Slc4a1	7	0
P04919	ENSMUSG00000006574	Slc4a1	8	0
P04919	ENSMUSG00000006574	Slc4a1	9	0
P05063	ENSMUSG00000017390	Aldoc	1	0
P05063	ENSMUSG00000017390	Aldoc	2	0
P05063	ENSMUSG00000017390	Aldoc	3	0
P05063	ENSMUSG00000017390	Aldoc	4	0
P05063	ENSMUSG00000017390	Aldoc	5	0
P05063	ENSMUSG00000017390	Aldoc	6	0
P05063	ENSMUSG00000017390	Aldoc	7	0
P05063	ENSMUSG00000017390	Aldoc	8	0
P05063	ENSMUSG00000017390	Aldoc	9	0
P05064	ENSMUSG00000030695	Aldoa	1	11.742640302142696
P05064	ENSMUSG00000030695	Aldoa	2	11.617411337072873
P05064	ENSMUSG00000030695	Aldoa	3	11.65320748308935
P05064	ENSMUSG00000030695	Aldoa	4	11.784825460435043
P05064	ENSMUSG00000030695	Aldoa	5	11.761904020012743
P05064	ENSMUSG00000030695	Aldoa	6	11.739503284552043
P05064	ENSMUSG00000030695	Aldoa	7	11.738447609686544
P05064	ENSMUSG00000030695	Aldoa	8	12.033456262375669
P05064	ENSMUSG00000030695	Aldoa	9	11.895721417790444
P05132	ENSMUSG00000005469	Prkaca	1	9.490404548407362
P05132	ENSMUSG00000005469	Prkaca	2	9.534019023612434
P05132	ENSMUSG00000005469	Prkaca	3	9.357584321991649
P05132	ENSMUSG00000005469	Prkaca	4	9.695033781352942
P05132	ENSMUSG00000005469	Prkaca	5	0
P05132	ENSMUSG00000005469	Prkaca	6	0
P05132	ENSMUSG00000005469	Prkaca	7	0
P05132	ENSMUSG00000005469	Prkaca	8	0
P05132	ENSMUSG00000005469	Prkaca	9	0
P05201	ENSMUSG00000025190	Got1	1	11.265648351017973
P05201	ENSMUSG00000025190	Got1	2	11.614486646750358
P05201	ENSMUSG00000025190	Got1	3	11.598558340890317
P05201	ENSMUSG00000025190	Got1	4	11.722309470957942
P05201	ENSMUSG00000025190	Got1	5	11.905402873766542
P05201	ENSMUSG00000025190	Got1	6	11.995202781199735
P05201	ENSMUSG00000025190	Got1	7	12.125124957828444
P05201	ENSMUSG00000025190	Got1	8	12.148646699793968
P05201	ENSMUSG00000025190	Got1	9	12.181248702964943
P05202	ENSMUSG00000031672	Got2	1	13.562759142703623
P05202	ENSMUSG00000031672	Got2	2	13.593179435633246
P05202	ENSMUSG00000031672	Got2	3	13.709127139310313
P05202	ENSMUSG00000031672	Got2	4	13.704706314770643
P05202	ENSMUSG00000031672	Got2	5	13.714725020589942
P05202	ENSMUSG00000031672	Got2	6	13.69469922548127
P05202	ENSMUSG00000031672	Got2	7	13.770639936568942
P05202	ENSMUSG00000031672	Got2	8	13.733883040066312
P05202	ENSMUSG00000031672	Got2	9	13.645482611742544
P05366	ENSMUSG00000074115	Saa1	1	11.479063282800714
P05366	ENSMUSG00000074115	Saa1	2	11.367955530179275
P05366	ENSMUSG00000074115	Saa1	3	11.744013080666393
P05366	ENSMUSG00000074115	Saa1	4	11.355778604859143
P05366	ENSMUSG00000074115	Saa1	5	12.055158908761644
P05366	ENSMUSG00000074115	Saa1	6	11.405645906835362
P05366	ENSMUSG00000074115	Saa1	7	0
P05366	ENSMUSG00000074115	Saa1	8	11.691735484325278
P05366	ENSMUSG00000074115	Saa1	9	12.082161191136343
P05367	ENSMUSG00000057465	Saa2	1	0
P05367	ENSMUSG00000057465	Saa2	2	0
P05367	ENSMUSG00000057465	Saa2	3	0
P05367	ENSMUSG00000057465	Saa2	4	0
P05367	ENSMUSG00000057465	Saa2	5	0
P05367	ENSMUSG00000057465	Saa2	6	0
P05367	ENSMUSG00000057465	Saa2	7	0
P05367	ENSMUSG00000057465	Saa2	8	0
P05367	ENSMUSG00000057465	Saa2	9	0
P05784	ENSMUSG00000023043	Krt18	1	14.597667415860503
P05784	ENSMUSG00000023043	Krt18	2	14.237462952155283
P05784	ENSMUSG00000023043	Krt18	3	14.072237468271972
P05784	ENSMUSG00000023043	Krt18	4	14.076745896046441
P05784	ENSMUSG00000023043	Krt18	5	14.045794593607443
P05784	ENSMUSG00000023043	Krt18	6	14.064891640127934
P05784	ENSMUSG00000023043	Krt18	7	14.018073214320644
P05784	ENSMUSG00000023043	Krt18	8	14.340948037056306
P05784	ENSMUSG00000023043	Krt18	9	14.656980331989242
P05977	ENSMUSG00000061816	Myl1	1	0
P05977	ENSMUSG00000061816	Myl1	2	9.541272494798298
P05977	ENSMUSG00000061816	Myl1	3	10.771952942285587
P05977	ENSMUSG00000061816	Myl1	4	0
P05977	ENSMUSG00000061816	Myl1	5	0
P05977	ENSMUSG00000061816	Myl1	6	0
P05977	ENSMUSG00000061816	Myl1	7	10.233466276861643
P05977	ENSMUSG00000061816	Myl1	8	0
P05977	ENSMUSG00000061816	Myl1	9	0
P06151	ENSMUSG00000063229	Ldha	1	12.962191078681045
P06151	ENSMUSG00000063229	Ldha	2	12.923360869226647
P06151	ENSMUSG00000063229	Ldha	3	12.853931404684852
P06151	ENSMUSG00000063229	Ldha	4	12.860858373532643
P06151	ENSMUSG00000063229	Ldha	5	12.824090594115342
P06151	ENSMUSG00000063229	Ldha	6	12.803911309916442
P06151	ENSMUSG00000063229	Ldha	7	12.790332565311044
P06151	ENSMUSG00000063229	Ldha	8	12.776552120342366
P06151	ENSMUSG00000063229	Ldha	9	12.635698708394143
P06537	NA	NA	1	0
P06537	NA	NA	2	0
P06537	NA	NA	3	0
P06537	NA	NA	4	0
P06537	NA	NA	5	0
P06537	NA	NA	6	0
P06537	NA	NA	7	0
P06537	NA	NA	8	0
P06537	NA	NA	9	0
P06683	ENSMUSG00000022149	C9	1	0
P06683	ENSMUSG00000022149	C9	2	0
P06683	ENSMUSG00000022149	C9	3	0
P06683	ENSMUSG00000022149	C9	4	0
P06683	ENSMUSG00000022149	C9	5	0
P06683	ENSMUSG00000022149	C9	6	0
P06683	ENSMUSG00000022149	C9	7	0
P06683	ENSMUSG00000022149	C9	8	0
P06683	ENSMUSG00000022149	C9	9	0
P06684	ENSMUSG00000026874	Hc	1	10.174884397873727
P06684	ENSMUSG00000026874	Hc	2	10.941880734721737
P06684	ENSMUSG00000026874	Hc	3	11.093770942951526
P06684	ENSMUSG00000026874	Hc	4	10.754705770860543
P06684	ENSMUSG00000026874	Hc	5	11.296465108598744
P06684	ENSMUSG00000026874	Hc	6	10.133802211070492
P06684	ENSMUSG00000026874	Hc	7	10.667174031057044
P06684	ENSMUSG00000026874	Hc	8	10.713854775184492
P06684	ENSMUSG00000026874	Hc	9	10.250100765532444
P06728	ENSMUSG00000032080	Apoa4	1	11.487488016541409
P06728	ENSMUSG00000032080	Apoa4	2	10.676383175322467
P06728	ENSMUSG00000032080	Apoa4	3	11.180322147173579
P06728	ENSMUSG00000032080	Apoa4	4	11.073084261183443
P06728	ENSMUSG00000032080	Apoa4	5	11.585840628572143
P06728	ENSMUSG00000032080	Apoa4	6	10.99119638632303
P06728	ENSMUSG00000032080	Apoa4	7	0
P06728	ENSMUSG00000032080	Apoa4	8	10.961607438853166
P06728	ENSMUSG00000032080	Apoa4	9	11.463946884141242
P06745	ENSMUSG00000036427	Gpi1	1	11.785056295106992
P06745	ENSMUSG00000036427	Gpi1	2	11.57885245743786
P06745	ENSMUSG00000036427	Gpi1	3	11.486610936626375
P06745	ENSMUSG00000036427	Gpi1	4	11.485104489889542
P06745	ENSMUSG00000036427	Gpi1	5	11.643301541447343
P06745	ENSMUSG00000036427	Gpi1	6	11.736971773683722
P06745	ENSMUSG00000036427	Gpi1	7	11.783729675592243
P06745	ENSMUSG00000036427	Gpi1	8	11.803863155075359
P06745	ENSMUSG00000036427	Gpi1	9	11.856579429852243
P06797	ENSMUSG00000021477	Ctsl	1	11.54439214305385
P06797	ENSMUSG00000021477	Ctsl	2	11.918316655685805
P06797	ENSMUSG00000021477	Ctsl	3	11.48356898208069
P06797	ENSMUSG00000021477	Ctsl	4	11.442646895035443
P06797	ENSMUSG00000021477	Ctsl	5	12.333791104465542
P06797	ENSMUSG00000021477	Ctsl	6	11.656849219528818
P06797	ENSMUSG00000021477	Ctsl	7	12.746684233664743
P06797	ENSMUSG00000021477	Ctsl	8	12.593834676217654
P06797	ENSMUSG00000021477	Ctsl	9	12.250920959675343
P06801	ENSMUSG00000032418	Me1	1	12.519695833035229
P06801	ENSMUSG00000032418	Me1	2	12.511340130767579
P06801	ENSMUSG00000032418	Me1	3	12.361405740543178
P06801	ENSMUSG00000032418	Me1	4	12.371215226827744
P06801	ENSMUSG00000032418	Me1	5	12.163739563259345
P06801	ENSMUSG00000032418	Me1	6	11.889824064192778
P06801	ENSMUSG00000032418	Me1	7	12.043562002562744
P06801	ENSMUSG00000032418	Me1	8	11.973994272134423
P06801	ENSMUSG00000032418	Me1	9	11.741663254341143
P06802	ENSMUSG00000037370	Enpp1	1	10.581588997313387
P06802	ENSMUSG00000037370	Enpp1	2	9.548955795169732
P06802	ENSMUSG00000037370	Enpp1	3	8.24305473304754
P06802	ENSMUSG00000037370	Enpp1	4	10.076769206754443
P06802	ENSMUSG00000037370	Enpp1	5	0
P06802	ENSMUSG00000037370	Enpp1	6	0
P06802	ENSMUSG00000037370	Enpp1	7	0
P06802	ENSMUSG00000037370	Enpp1	8	0
P06802	ENSMUSG00000037370	Enpp1	9	0
P06909	ENSMUSG00000026365	Cfh	1	0
P06909	ENSMUSG00000026365	Cfh	2	0
P06909	ENSMUSG00000026365	Cfh	3	9.686848333837927
P06909	ENSMUSG00000026365	Cfh	4	0
P06909	ENSMUSG00000026365	Cfh	5	0
P06909	ENSMUSG00000026365	Cfh	6	0
P06909	ENSMUSG00000026365	Cfh	7	0
P06909	ENSMUSG00000026365	Cfh	8	0
P06909	ENSMUSG00000026365	Cfh	9	0
P07146	ENSMUSG00000057163	Prss2	1	0
P07146	ENSMUSG00000057163	Prss2	2	0
P07146	ENSMUSG00000057163	Prss2	3	0
P07146	ENSMUSG00000057163	Prss2	4	0
P07146	ENSMUSG00000057163	Prss2	5	0
P07146	ENSMUSG00000057163	Prss2	6	0
P07146	ENSMUSG00000057163	Prss2	7	0
P07146	ENSMUSG00000057163	Prss2	8	0
P07146	ENSMUSG00000057163	Prss2	9	0
P07309	ENSMUSG00000061808	Ttr	1	11.983618183975997
P07309	ENSMUSG00000061808	Ttr	2	12.188492417844493
P07309	ENSMUSG00000061808	Ttr	3	12.139113533038605
P07309	ENSMUSG00000061808	Ttr	4	11.997682148863843
P07309	ENSMUSG00000061808	Ttr	5	12.058748538536443
P07309	ENSMUSG00000061808	Ttr	6	12.069667080465704
P07309	ENSMUSG00000061808	Ttr	7	12.361511782696143
P07309	ENSMUSG00000061808	Ttr	8	12.262829710264084
P07309	ENSMUSG00000061808	Ttr	9	12.193554216921642
P07310	ENSMUSG00000030399	Ckm	1	10.778983953016752
P07310	ENSMUSG00000030399	Ckm	2	11.439904918307212
P07310	ENSMUSG00000030399	Ckm	3	11.436432485692038
P07310	ENSMUSG00000030399	Ckm	4	11.251262426678743
P07310	ENSMUSG00000030399	Ckm	5	11.614168541952843
P07310	ENSMUSG00000030399	Ckm	6	11.358766758872482
P07310	ENSMUSG00000030399	Ckm	7	11.488369969276341
P07310	ENSMUSG00000030399	Ckm	8	11.302229118597552
P07310	ENSMUSG00000030399	Ckm	9	11.344617046870443
P07356	ENSMUSG00000032231	Anxa2	1	12.59236408697816
P07356	ENSMUSG00000032231	Anxa2	2	11.919718965200824
P07356	ENSMUSG00000032231	Anxa2	3	11.76820464459187
P07356	ENSMUSG00000032231	Anxa2	4	11.928806202103944
P07356	ENSMUSG00000032231	Anxa2	5	12.150560839405243
P07356	ENSMUSG00000032231	Anxa2	6	11.910584517886551
P07356	ENSMUSG00000032231	Anxa2	7	12.473272227149844
P07356	ENSMUSG00000032231	Anxa2	8	12.784688018138349
P07356	ENSMUSG00000032231	Anxa2	9	12.843729654900342
P07361	ENSMUSG00000061540	Orm2	1	0
P07361	ENSMUSG00000061540	Orm2	2	0
P07361	ENSMUSG00000061540	Orm2	3	0
P07361	ENSMUSG00000061540	Orm2	4	0
P07361	ENSMUSG00000061540	Orm2	5	0
P07361	ENSMUSG00000061540	Orm2	6	0
P07361	ENSMUSG00000061540	Orm2	7	0
P07361	ENSMUSG00000061540	Orm2	8	0
P07361	ENSMUSG00000061540	Orm2	9	0
P07724	ENSMUSG00000029368	Alb	1	12.219992097611316
P07724	ENSMUSG00000029368	Alb	2	12.00817015083967
P07724	ENSMUSG00000029368	Alb	3	11.964680034693625
P07724	ENSMUSG00000029368	Alb	4	11.954065585259244
P07724	ENSMUSG00000029368	Alb	5	12.051776968420143
P07724	ENSMUSG00000029368	Alb	6	12.142652152406523
P07724	ENSMUSG00000029368	Alb	7	12.181577368463344
P07724	ENSMUSG00000029368	Alb	8	12.16444355862547
P07724	ENSMUSG00000029368	Alb	9	12.381917977624942
P07758	ENSMUSG00000066366	Serpina1a	1	11.359790892461595
P07758	ENSMUSG00000066366	Serpina1a	2	11.540949910056955
P07758	ENSMUSG00000066366	Serpina1a	3	11.350936102257451
P07758	ENSMUSG00000066366	Serpina1a	4	11.483483804482942
P07758	ENSMUSG00000066366	Serpina1a	5	11.630962344449744
P07758	ENSMUSG00000066366	Serpina1a	6	11.517327765219692
P07758	ENSMUSG00000066366	Serpina1a	7	11.809052416461242
P07758	ENSMUSG00000066366	Serpina1a	8	11.527609246230378
P07758	ENSMUSG00000066366	Serpina1a	9	11.888865010334342
P07901	ENSMUSG00000021270	Hsp90aa1	1	12.944503438547134
P07901	ENSMUSG00000021270	Hsp90aa1	2	12.787134189162307
P07901	ENSMUSG00000021270	Hsp90aa1	3	12.762550981564697
P07901	ENSMUSG00000021270	Hsp90aa1	4	12.643081778634642
P07901	ENSMUSG00000021270	Hsp90aa1	5	12.595980550817742
P07901	ENSMUSG00000021270	Hsp90aa1	6	12.705849129571883
P07901	ENSMUSG00000021270	Hsp90aa1	7	12.625568621130244
P07901	ENSMUSG00000021270	Hsp90aa1	8	12.594384933978473
P07901	ENSMUSG00000021270	Hsp90aa1	9	12.588127010213844
P08003	ENSMUSG00000025823	Pdia4	1	12.804481710951913
P08003	ENSMUSG00000025823	Pdia4	2	12.730213767878773
P08003	ENSMUSG00000025823	Pdia4	3	12.694072996001395
P08003	ENSMUSG00000025823	Pdia4	4	12.663271907441244
P08003	ENSMUSG00000025823	Pdia4	5	12.713363768374144
P08003	ENSMUSG00000025823	Pdia4	6	12.69712980443394
P08003	ENSMUSG00000025823	Pdia4	7	12.683918408019242
P08003	ENSMUSG00000025823	Pdia4	8	12.59929763279977
P08003	ENSMUSG00000025823	Pdia4	9	12.710138522789842
P08030	ENSMUSG00000006589	Aprt	1	0
P08030	ENSMUSG00000006589	Aprt	2	0
P08030	ENSMUSG00000006589	Aprt	3	0
P08030	ENSMUSG00000006589	Aprt	4	0
P08030	ENSMUSG00000006589	Aprt	5	0
P08030	ENSMUSG00000006589	Aprt	6	0
P08030	ENSMUSG00000006589	Aprt	7	0
P08030	ENSMUSG00000006589	Aprt	8	0
P08030	ENSMUSG00000006589	Aprt	9	0
P08032	ENSMUSG00000026532	Spta1	1	11.20436763115945
P08032	ENSMUSG00000026532	Spta1	2	10.524975136110083
P08032	ENSMUSG00000026532	Spta1	3	10.786495724210264
P08032	ENSMUSG00000026532	Spta1	4	10.460806771986142
P08032	ENSMUSG00000026532	Spta1	5	10.693409997527043
